"groups","est_dG"
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 1 | -OPO3 : 1 | -CH2- : 6 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 2 | -CH3 : 3 | >C=O : 3 | -COO : 1 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | heteroaromatic : 2",-863.85
">C=O : 1 | ring =CH- : 3 | -CH3 : 1 | ring =N- : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | heteroaromatic : 1",3.35
"-CH2- : 2 | >CH- : 1 | >N< : 1 | -O-CO- : 1 | -CH3 : 4 | -COO : 1 | Origin : 1",-103.28
"ring =C< : 2 | ring >C< : 1 | =CH- : 6 | ring -CH2- : 3 | -CH3 : 6 | =C< : 2 | -CH2- : 15 | -O-CO- : 1 | Origin : 1 | CCCC : 4",56.13
"ring >C< : 1 | -O- : 1 | ring -O- : 2 | ring -CH< : 8 | -CH2- : 3 | -OH : 7 | -OPO3 : 1 | Origin : 1",-590.15
">C=O : 1 | -COO : 1 | -CH3 : 1 | Origin : 1 | OCCO : 1",-112.69
">C< : 1 | -COO : 2 | -CH2- : 1 | -CH3 : 1 | -OH : 1 | Origin : 1",-202.61
">C< : 1 | >CH- : 1 | -COO : 2 | -CH3 : 2 | -OH : 1 | Origin : 1",-202.8
">N< : 1 | -CH2- : 2 | -CH3 : 3 | >C=O : 1 | -COO : 1 | Origin : 1",-57.81
"ring =C< : 1 | ring -CH2- : 1 | ring =CH- : 1 | -COO : 1 | ring -CH< : 2 | ring >C=O : 1 | -OH : 2 | Origin : 1 | OCCC : 2",-166.28
"ring =C< : 1 | ring -CH2- : 1 | ring =CH- : 1 | -COO : 1 | ring >C=O : 1 | ring -CH< : 2 | -OH : 2 | Origin : 1 | OCCC : 1",-164.73
"aromatic ring =C< : 3 | -OH : 1 | aromatic ring =CH- : 3 | -O- : 1 | =CH- : 2 | -CH3 : 1 | -CH=O : 1 | Origin : 1 | OCCC : 1 | CCCC : 1",-43.88
"ring =C< : 3 | ring =CH- : 1 | ring =N- : 2 | -NH2 : 1 | -CH3 : 1 | aromatic ring =CH- : 5 | aromatic ring =C< : 1 | -CH2- : 1 | -NH- : 1 | Origin : 1 | heteroaromatic : 1",92.06
"ring =C< : 4 | ring =CH- : 5 | ring =N- : 2 | -NH2 : 2 | -CH3 : 1 | -CH2- : 1 | >C=O : 1 | dbl sgl ring =N< : 1 | amide : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 2",64.84
">CH- : 1 | -COO : 1 | -CH2- : 2 | >C=O : 1 | -CH3 : 2 | -S- : 1 | amide : 1 | -NH- : 1 | Origin : 1",-105.51
"-CH2- : 1 | -COO : 1 | -NH- : 1 | =CH- : 1 | =NH2 : 1 | Origin : 1",-80.78
"aromatic ring =C< : 1 | =CH- : 1 | aromatic ring =CH- : 5 | =C< : 1 | -COO : 1 | -OH : 1 | Origin : 1 | OCCC : 1 | CCCC : 1",-70.87
"-OPO3- : 1 | -CH2- : 3 | >CH- : 1 | -COO : 1 | -NH3 : 1 | -NH- : 2 | =C< : 1 | =NH2 : 1 | -OPO2 : 1 | Origin : 1",-504.31
"aromatic ring =C< : 4 | -O- : 3 | aromatic ring =CH- : 2 | ring -CH< : 5 | -CH3 : 2 | ring -O- : 1 | =CH- : 2 | -OH : 4 | -CH2- : 1 | -COO : 1 | Origin : 1 | OCCC : 1 | CCCC : 1",-279.89
"=C< : 1 | -CH2- : 2 | -COO : 2 | =CH2 : 1 | Origin : 1 | OCCC : 1",-141.94
"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 2 | ring >C=O : 1 | ring -CH2- : 1 | ring =C< : 2 | -NH2 : 1 | >CH- : 2 | -OH : 2 | -CH3 : 1 | amide : 1 | Origin : 1 | OCCC : 1 | CCNC : 2",-39.72
">CH- : 1 | -O-CO- : 1 | -CH2- : 16 | >N< : 1 | -COO : 1 | -CH3 : 4 | Origin : 1",-80.6
">CH- : 1 | -O-CO- : 1 | -CH2- : 3 | >N< : 1 | -COO : 1 | -CH3 : 4 | Origin : 1",-101.66
">CH- : 2 | -CH3 : 2 | -OH : 2 | Origin : 1",-80.14
">C< : 1 | -COO : 1 | -CH2- : 2 | -NH3 : 1 | -OH : 2 | Origin : 1",-161.99
">CH- : 1 | >C=O : 1 | -COO : 1 | -OH : 2 | -CH2- : 1 | Origin : 1",-187.8
"aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH=O : 1 | -OH : 1 | Origin : 1 | OCCC : 1",-39.83
"-CO-OPO3- : 1 | -CH2- : 1 | >CH- : 1 | -COO : 1 | -NH3 : 1 | Origin : 1",-380.65
">CH- : 1 | -COO : 1 | -CH2- : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -OH : 1 | -CH3 : 1 | >C=O : 1 | amide : 1 | -NH- : 1 | Origin : 1",-120.13
"ring -CH< : 4 | dbl sgl ring =N< : 1 | ring -O- : 1 | ring =CH- : 4 | -OH : 3 | ring =C< : 1 | -CH2- : 1 | >C=O : 1 | amide : 1 | -NH2 : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",-125.24
"-OPO2 : 1 | -NH- : 2 | =C< : 1 | =NH2 : 1 | -CH2- : 1 | -COO : 1 | Origin : 1",-272.38
"two fused rings >C= : 2 | ring >C=O : 4 | amide : 4 | ring -NH- : 4 | Origin : 1 | OCCO : 1 | OCCC : 1",-118.57
">CH- : 2 | -COO : 2 | -NH2- : 1 | -CH3 : 2 | Origin : 1",-157.39
"-OPO3 : 1 | -CH2- : 1 | >C=O : 1 | -COO : 1 | Origin : 1 | OCCO : 1",-361.42
"two fused rings >C= : 2 | ring -NH- : 3 | ring >C=O : 2 | ring =N- : 1 | ring =C< : 1 | -COO : 1 | amide : 2 | Origin : 1 | OCCC : 1 | OCCN : 1 | heteroaromatic : 1",-110.61
"aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 1 | -OH : 2 | Origin : 1",-47.76
"ring -CH< : 3 | ring -O-CO- : 1 | >CH- : 1 | -OH : 4 | -CH2- : 1 | Origin : 1",-215.78
"-OPO3 : 1 | -CH2- : 2 | >C=O : 1 | >CH- : 1 | -OH : 2 | Origin : 1",-357.08
">CH- : 2 | -NH- : 2 | -CH2- : 4 | -COO : 3 | =C< : 1 | =NH2 : 1 | -NH3 : 1 | Origin : 1",-224.81
"ring -CH< : 3 | ring -O- : 1 | >CH- : 2 | ring >C< : 1 | -OH : 6 | ring -CH2- : 1 | >C=O : 1 | -COO : 1 | -CH2- : 2 | amide : 1 | -NH- : 1 | Origin : 1",-362.63
">CH- : 3 | -CH2- : 4 | >C=O : 3 | -COO : 2 | -CH3 : 1 | -OH : 1 | -NH3 : 1 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1",-291.21
">CH- : 1 | >C=O : 1 | -COO : 2 | -OH : 1 | Origin : 1 | OCCO : 1",-228.56
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 4 | ring =CH- : 2 | ring =N- : 3 | ring -O- : 1 | ring =C< : 1 | -OH : 2 | -NH2 : 1 | -CH2- : 1 | -OPO2- : 3 | -OPO3 : 1 | Origin : 1 | heteroaromatic : 2",-881.85
"aromatic ring fused to nonaromatic ring >C=  : 2 | ring =C< : 1 | aromatic ring =CH- : 4 | >CH- : 2 | ring =CH- : 1 | ring -NH- : 1 | -OH : 2 | -CH2- : 1 | -OPO3 : 1 | Origin : 1 | heteroaromatic : 1",-267.57
">CH- : 1 | -CH2- : 1 | -COO : 1 | aromatic ring =C< : 1 | >C=O : 1 | aromatic ring =CH- : 5 | -CH3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-80.65
"ring -CH< : 5 | -OH : 5 | ring -O- : 1 | >C=O : 1 | -CH2- : 2 | amide : 1 | -NH- : 1 | Origin : 1",-248.86
"ring =C< : 1 | -COO : 1 | ring -CH2- : 3 | ring =N- : 1 | Origin : 1 | OCCN : 1",-60.71
"ring -CH< : 4 | ring -O- : 1 | ring >C=O : 1 | ring =CH- : 1 | ring =N- : 1 | ring =C< : 2 | -CH2- : 1 | -OH : 3 | -CH3 : 1 | -NH2 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-133.29
">CH- : 2 | -COO : 2 | -CH3 : 1 | -NH3 : 1 | Origin : 1",-165.94
"-CH2- : 2 | >C=O : 2 | -COO : 1 | -CH3 : 1 | amide : 1 | -NH- : 1 | Origin : 1 | OCCO : 1",-141.65
"-CH2- : 2 | >C=O : 1 | >CH- : 1 | -CH3 : 1 | -NH3 : 1 | -COO : 1 | Origin : 1",-113.08
"ring -CH< : 1 | ring >C=O : 1 | ring -NH- : 1 | -CH2- : 2 | ring =N- : 1 | ring =CH- : 1 | -COO : 1 | Origin : 1 | OCNC : 1",-86.31
"ring -CH< : 1 | ring >C=O : 2 | -CH2- : 1 | -COO : 1 | amide : 2 | ring -NH- : 2 | Origin : 1",-153.08
"aromatic ring =C< : 1 | -CH2- : 2 | aromatic ring =CH- : 5 | -O-CO- : 1 | -COO : 1 | amide : 1 | -NH- : 1 | Origin : 1",-127.36
"two fused rings >CH- : 4 | ring -CH2- : 9 | two fused rings >C< : 2 | -CH3 : 2 | ring >C=O : 2 | Origin : 1",-36.26
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 4 | ring =CH- : 2 | ring =N- : 3 | ring -O- : 1 | ring =C< : 1 | -OH : 2 | -NH- : 1 | -CH2- : 2 | >CH- : 1 | -OPO3 : 1 | -COO : 2 | Origin : 1 | heteroaromatic : 2",-408.89
"-OPO3 : 1 | =C< : 1 | -COO : 1 | =CH2 : 1 | Origin : 1 | OCCC : 1",-316.08
">C=O : 1 | -COO : 1 | -CH2- : 3 | -NH3 : 1 | Origin : 1 | OCCO : 1",-110.43
">CH- : 2 | -COO : 2 | -NH3 : 1 | -OH : 1 | Origin : 1",-203.79
"two fused rings >C= : 2 | dbl sgl ring =N< : 1 | ring =N- : 2 | ring -CH< : 4 | ring -CH2- : 1 | ring >C=O : 1 | ring =C< : 1 | ring -O- : 1 | -NH2 : 1 | -OH : 2 | -CH2- : 1 | -OPO3- : 1 | -CH3 : 1 | amide : 1 | ring -NH- : 1 | Origin : 1 | OCCN : 1 | NCCN : 1 | CCNC : 1",-305.35
"-COO : 1 | -CH2- : 2 | -S< : 1 | -CH3 : 2 | Origin : 1",-65.26
"ring =C< : 2 | >C=O : 1 | ring =N- : 1 | ring -NH- : 1 | -NH2 : 2 | ring =CH- : 1 | amide : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",0.09
"-CH2- : 12 | =CH- : 4 | -COO : 1 | -CH3 : 1 | Origin : 1 | CCCC : 1",-20.93
"-COO : 1 | >C=O : 1 | -CH2- : 2 | >CH- : 1 | -OH : 2 | Origin : 1 | OCCO : 1",-183.72
"ring -CH< : 1 | ring -O-CO- : 1 | ring =CH- : 2 | -CH2- : 1 | -COO : 1 | Origin : 1 | OCCC : 1",-132.27
"=C< : 1 | =CH- : 3 | -CH3 : 1 | -COO : 2 | Origin : 1 | OCCC : 2 | CCCC : 1",-123.67
">CH- : 2 | -NH2- : 1 | -CH2- : 3 | -COO : 2 | -CH3 : 1 | -NH- : 1 | =C< : 1 | -NH2 : 1 | =NH2 : 1 | Origin : 1",-143.24
"ring -CH< : 5 | ring -O- : 1 | -OPO3 : 1 | -OH : 3 | >C=O : 1 | -CH3 : 1 | -CH2- : 1 | amide : 1 | -NH- : 1 | Origin : 1",-425.13
"ring -CH< : 5 | -OH : 3 | ring -O- : 1 | >C=O : 1 | -CH3 : 1 | -CH2- : 1 | -OPO3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-425.13
"ring -CH< : 8 | ring -O- : 2 | ring -CH2- : 1 | ring >C=O : 2 | ring =CH- : 1 | ring =C< : 1 | -CH2- : 1 | -OH : 3 | -CH3 : 2 | -OPO3- : 1 | -OPO2- : 1 | -NH3 : 1 | amide : 2 | ring -N< : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1",-651.64
">CH- : 1 | >C< : 1 | -COO : 1 | -OH : 2 | -CH3 : 2 | Origin : 1",-161.2
"ring =C< : 2 | -CH2- : 2 | ring -S- : 1 | ring =N- : 1 | -CH3 : 1 | ring =CH- : 1 | -OH : 1 | Origin : 1 | heteroaromatic : 1",-7.11
"two fused rings >CH- : 3 | ring -CH2- : 8 | two fused rings >C< : 2 | two fused rings >C= : 1 | -CH3 : 2 | ring >C=O : 1 | ring =CH- : 1 | ring -CH< : 1 | -OH : 1 | Origin : 1",-23.44
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 3 | ring =C< : 1 | -OPO3 : 1 | -CH2- : 7 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 2 | -CH3 : 2 | >C=O : 3 | -COO : 1 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | heteroaromatic : 2",-900.08
"aromatic ring =C< : 4 | aromatic ring =CH- : 2 | -CH2- : 1 | >CH- : 1 | aromatic -I : 2 | -COO : 1 | -OH : 2 | Origin : 1",-88.54
"two fused rings >CH- : 4 | ring -CH2- : 9 | two fused rings >C< : 2 | -CH3 : 2 | ring -CH< : 2 | -OH : 2 | Origin : 1",-49.38
"two fused rings >CH- : 4 | ring -CH2- : 9 | two fused rings >C< : 2 | -CH3 : 2 | ring >C=O : 1 | ring -CH< : 1 | -OH : 1 | Origin : 1",-42.82
">CH- : 1 | -CH2- : 5 | -COO : 3 | >C=O : 2 | amide : 1 | -NH- : 1 | Origin : 1 | OCCO : 1",-294.26
"-OPO3 : 1 | -CH2- : 2 | >CH- : 2 | -OH : 2 | >C=O : 1 | -COO : 1 | Origin : 1 | OCCO : 1",-432.64
">CH- : 2 | -CH2- : 5 | -COO : 3 | >C=O : 1 | -NH3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-269.49
"ring >C< : 1 | ring -O-CO- : 1 | ring =CH- : 2 | -CH2- : 1 | -CH3 : 1 | -COO : 1 | Origin : 1 | OCCC : 1",-133.59
"ring -CH< : 3 | ring >C=O : 1 | -CH2- : 10 | =CH- : 2 | ring -CH2- : 1 | -OH : 1 | >C=O : 1 | -COO : 1 | -CH3 : 1 | Origin : 1 | OCCC : 1",-128.8
"ring -CH< : 3 | ring >C=O : 1 | -CH2- : 8 | =CH- : 4 | ring -CH2- : 1 | -OH : 1 | >C=O : 1 | -COO : 1 | -CH3 : 1 | Origin : 1 | OCCC : 1",-106.44
"ring -N< : 1 | ring -CH< : 4 | ring =C< : 2 | ring =CH- : 1 | ring -O- : 1 | -NH2 : 2 | ring =N- : 1 | -OH : 2 | >C=O : 1 | -CH2- : 1 | -OPO3 : 1 | amide : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",-336.61
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 3 | ring =C< : 1 | -OPO3 : 1 | -CH2- : 9 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 2 | -CH3 : 3 | >C=O : 3 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | heteroaromatic : 2",-817.39
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 1 | -OPO3 : 1 | -CH2- : 9 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 3 | >C=O : 4 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | heteroaromatic : 2",-809.37
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 1 | -OPO3 : 1 | -CH2- : 8 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 3 | >C=O : 3 | =CH- : 2 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 2",-758.54
">CH- : 4 | -OH : 5 | >C=O : 1 | -CH2- : 2 | -OPO3 : 1 | Origin : 1",-466.34
"two fused rings >CH- : 4 | two fused rings >C< : 2 | ring -CH2- : 8 | ring >C< : 1 | -CH3 : 2 | ring >C=O : 2 | >C=O : 1 | -OH : 2 | -CH2- : 1 | Origin : 1",-142.05
"two fused rings >CH- : 4 | two fused rings >C< : 2 | ring -CH2- : 8 | ring >C< : 1 | -CH3 : 2 | ring >C=O : 1 | >C=O : 1 | -OH : 3 | -CH2- : 1 | ring -CH< : 1 | Origin : 1",-148.61
"two fused rings >CH- : 4 | two fused rings >C< : 2 | ring -CH2- : 9 | ring >C< : 1 | -CH3 : 2 | >C=O : 1 | -OH : 3 | -CH2- : 1 | ring -CH< : 1 | Origin : 1",-115.33
"two fused rings >CH- : 4 | two fused rings >C< : 2 | ring -CH2- : 9 | ring >C< : 1 | -CH3 : 2 | >C=O : 1 | -OH : 2 | -CH2- : 1 | ring >C=O : 1 | Origin : 1",-108.77
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 3 | ring =CH- : 2 | ring =N- : 2 | ring -O- : 1 | ring -CH2- : 1 | ring >C=O : 1 | -CH2- : 1 | -OH : 2 | amide : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1 | CCNC : 1 | heteroaromatic : 1",-61.24
"-CH2- : 3 | >C=O : 1 | -COO : 2 | Origin : 1 | OCCO : 1",-187.28
"two fused rings -N< : 1 | two fused rings >CH- : 1 | ring -CH< : 2 | ring >C=O : 1 | ring -S- : 1 | ring >C< : 1 | -COO : 1 | -CH3 : 2 | >C=O : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >CH- : 1 | -NH2 : 1 | -OH : 1 | amide : 1 | -NH- : 1 | Origin : 1",-120.89
"ring -CH< : 4 | ring -O- : 1 | ring >C=O : 1 | ring =CH- : 2 | -OH : 2 | ring =N- : 1 | -OPO3 : 1 | -CH2- : 1 | ring =C< : 1 | -NH2 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-345.38
"=C< : 1 | -NH- : 2 | =NH2 : 1 | -CH2- : 3 | -OPO2 : 1 | >CH- : 1 | -COO : 1 | -NH3 : 1 | Origin : 1",-270.31
">CH- : 1 | -COO : 1 | -CH2- : 1 | -OH : 1 | -CH3 : 1 | Origin : 1",-121.55
"-CH2- : 3 | -CH3 : 1 | -OH : 1 | Origin : 1",-40.29
"ring -CH< : 5 | ring -O- : 1 | -OPO3 : 1 | -NH3 : 1 | -CH2- : 1 | -OH : 3 | Origin : 1",-395.53
">CH- : 2 | -CH2- : 1 | -OH : 2 | -CH3 : 1 | >C=O : 1 | -COO : 1 | Origin : 1 | OCCO : 1",-183.91
"ring >C< : 3 | ring -O- : 3 | ring -CH< : 9 | -O- : 2 | -CH2- : 6 | -OH : 11 | Origin : 1",-537.91
">C=O : 1 | >C< : 1 | -COO : 1 | -CH3 : 2 | -OH : 1 | Origin : 1 | OCCO : 1",-150.72
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 5 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 2 | -CH2- : 6 | -OPO3 : 1 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 2 | >C=O : 3 | ring -CH2- : 2 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | OCCC : 1 | CCCC : 1 | heteroaromatic : 2",-745.11
"ring >C< : 1 | ring -CH< : 3 | ring -O- : 1 | -CH2- : 1 | -OH : 5 | ring -CH2- : 1 | Origin : 1",-217.61
"ring -N< : 1 | ring -CH< : 5 | two fused rings >C= : 2 | ring =CH- : 3 | ring -O- : 1 | ring =N- : 3 | -OH : 3 | ring =C< : 2 | -OPO3 : 1 | -CH2- : 6 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 2 | >C=O : 3 | ring -CH2- : 3 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 2",-790.69
"ring >C< : 1 | ring -O- : 1 | ring -CH< : 4 | -CH2- : 2 | -OH : 6 | Origin : 1",-255.83
"aromatic ring =C< : 5 | >C=O : 1 | aromatic ring =CH- : 7 | =CH- : 2 | -OH : 3 | Origin : 1 | OCCC : 2 | CCCC : 1",-65.96
"aromatic ring fused to nonaromatic ring >C=  : 2 | ring -O- : 1 | aromatic ring =CH- : 7 | ring >C=O : 1 | ring -CH< : 1 | aromatic ring =C< : 3 | ring -CH2- : 1 | -OH : 2 | Origin : 1 | OCCC : 1",-74.33
">CH- : 3 | >C=O : 1 | -OH : 4 | -CH2- : 2 | -OPO3 : 1 | Origin : 1",-429.92
"ring -CH< : 2 | ring =CH- : 3 | -O- : 1 | ring =C< : 1 | =C< : 1 | -COO : 2 | =CH2 : 1 | -NH3 : 1 | Origin : 1 | OCCC : 2 | CCCC : 1",-134.24
"HCO3 : 1",-140.26
"-CH3 : 1 | -CH2- : 1 | -CH=O : 1 | Origin : 1",-32.43
"-CH2- : 2 | >CH- : 5 | -OH : 7 | Origin : 1",-261.86
"-OH : 4 | -CH2- : 2 | >CH- : 2 | Origin : 1",-152.6
"ring =CH- : 4 | ring >C= : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | =N- : 1 | -OH : 1 | ring >C=O : 1 | Origin : 1 | OCCC : 2 | CCCN : 2 | CCNC : 1",30.38
"ring =CH- : 4 | ring -CH< : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -NH- : 1 | -OH : 1 | ring >C=O : 1 | Origin : 1 | OCCC : 2",8.1
"two fused rings >C= : 2 | ring -N< : 1 | ring =CH- : 3 | ring =N- : 1 | ring >C=O : 1 | aromatic ring fused to nonaromatic ring >C=  : 2 | -CH3 : 1 | aromatic ring =CH- : 4 | Origin : 1 | OCCC : 1 | OCCN : 1 | CCCN : 1 | CCNC : 1 | CCCC : 1",69.88
"ring >C=O : 2 | ring =C< : 1 | -COO : 1 | ring =N- : 1 | amide : 2 | ring -NH- : 2 | Origin : 1 | OCCN : 1 | OCNC : 1",-146.69
"ring >C=O : 2 | ring -CH< : 1 | -COO : 1 | amide : 3 | ring -NH- : 3 | Origin : 1",-162.82
"-COO : 2 | -CH2- : 2 | -CH3 : 1 | -NH< : 1 | Origin : 1",-151.11
"≡N : 1 | ≡C- : 1 | -S-OH : 1 | Origin : 1",41.9
"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | ring -CH2- : 3 | two fused rings >CH- : 1 | two fused rings >C= : 2 | ring -N< : 1 | two fused rings -N< : 1 | ring -NH- : 1 | ring =N- : 2 | ring =C< : 2 | -NH2 : 1 | -OH : 1 | >C=O : 4 | -COO : 5 | >CH- : 4 | -CH2- : 8 | amide : 4 | -NH- : 4 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",-402.4
"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | -CH2- : 9 | ring -CH< : 1 | ring -CH2- : 1 | two fused rings >C= : 2 | -NH- : 5 | ring -NH- : 3 | ring =N- : 1 | ring =C< : 1 | -NH2 : 1 | ring >C=O : 1 | >C=O : 4 | -COO : 5 | >CH- : 4 | amide : 4 | Origin : 1 | OCCC : 2 | OCNC : 1",-420.61
"aromatic ring =CH- : 5 | aromatic ring =C< : 1 | -NH2 : 1 | Origin : 1",33.64
"-CH3 : 4 | >N< : 1 | -CH2- : 2 | -O-CO- : 1 | Origin : 1",-25.26
"-CH2- : 4 | >N< : 1 | >CH- : 1 | -CH3 : 4 | -COO : 1 | -O-CO- : 1 | Origin : 1",-100.04
"ring -CH< : 30 | -O- : 6 | ring -O- : 6 | -CH2- : 6 | -OH : 18 | Origin : 1",-950.88
"ring -CH< : 40 | -OH : 26 | ring -O- : 8 | -CH2- : 8 | -O- : 7 | Origin : 1",-1327.64
"ring -CH< : 35 | -O- : 7 | ring -O- : 7 | -CH2- : 7 | -OH : 21 | Origin : 1",-1109.36
"ring -CH< : 35 | -OH : 23 | ring -O- : 7 | -CH2- : 7 | -O- : 6 | Origin : 1",-1169.16
"ring -CH< : 70 | -OH : 44 | ring -O- : 14 | -CH2- : 14 | -O- : 13 | Origin : 1",-2278.52
"ring -CH< : 40 | -O- : 8 | ring -O- : 8 | -CH2- : 8 | -OH : 24 | Origin : 1",-1267.84
"ring -CH< : 30 | -OH : 20 | ring -O- : 6 | -CH2- : 6 | -O- : 5 | Origin : 1",-1010.68
"ring -CH< : 15 | -O- : 3 | ring -O- : 3 | -CH2- : 4 | -OH : 14 | -CH=O : 1 | >CH- : 4 | Origin : 1",-691.4
"-OH : 11 | ring -CH< : 10 | -O- : 2 | ring -O- : 2 | -CH2- : 3 | -CH=O : 1 | >CH- : 4 | Origin : 1",-532.92
"-COO : 1 | =CH- : 1 | -CH3 : 1 | =C< : 1 | -OPO3 : 1 | Origin : 1 | OCCC : 1",-313.8
"ring -CH< : 9 | ring -O- : 2 | ring >C=O : 2 | ring =CH- : 2 | -OH : 4 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | >C=O : 1 | -CH3 : 2 | -COO : 1 | =CH- : 1 | =C< : 1 | -O- : 1 | amide : 3 | ring -N< : 1 | ring -NH- : 1 | -NH- : 1 | Origin : 1 | OCCC : 2",-798.4
"-CH3 : 2 | -CH2- : 5 | =CH- : 2 | -O-CO- : 1 | Origin : 1 | OCCC : 1",-50.45
">CH- : 3 | >C=O : 2 | -CH2- : 10 | -S- : 1 | -COO : 2 | -NH3 : 1 | -CH3 : 2 | -O-CO- : 1 | amide : 2 | -NH- : 2 | Origin : 1",-279.24
"-CH3 : 2 | -CH2- : 4 | =CH- : 2 | -O-CO- : 1 | Origin : 1 | OCCC : 1",-52.07
">CH- : 3 | >C=O : 2 | -CH2- : 9 | -S- : 1 | -COO : 2 | -NH3 : 1 | -CH3 : 2 | -O-CO- : 1 | amide : 2 | -NH- : 2 | Origin : 1",-280.86
"-CH3 : 2 | >C=O : 1 | =CH- : 2 | -CH2- : 4 | Origin : 1 | OCCC : 1",-5.17
">CH- : 3 | >C=O : 3 | -CH2- : 9 | -S- : 1 | -COO : 2 | -NH3 : 1 | -CH3 : 2 | amide : 2 | -NH- : 2 | Origin : 1",-233.96
"-CH3 : 1 | -CH2- : 4 | =CH- : 2 | -CH=O : 1 | Origin : 1 | OCCC : 1",-3.52
">CH- : 3 | >C=O : 2 | -CH2- : 9 | -S- : 1 | -COO : 2 | -NH3 : 1 | -CH3 : 1 | -CH=O : 1 | amide : 2 | -NH- : 2 | Origin : 1",-232.31
"-CH3 : 1 | >C=O : 1 | =CH- : 2 | aromatic ring =C< : 1 | aromatic ring =CH- : 5 | Origin : 1 | OCCC : 1 | CCCC : 1",18.78
">CH- : 3 | >C=O : 3 | -CH2- : 5 | -S- : 1 | -COO : 2 | -NH3 : 1 | -CH3 : 1 | aromatic ring =C< : 1 | aromatic ring =CH- : 5 | amide : 2 | -NH- : 2 | Origin : 1",-205.19
">CH- : 1 | -COO : 1 | -NH3 : 1 | -CH2- : 1 | -OPO3 : 1 | Origin : 1",-336.65
