"ENTRY","DELTAG","UNCERTAINTY","CHARGE","REASON ENERGY COULD NOT BE ESTIMATED"
"C05710","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05711",-180.13,4.99,-1,
"C05712","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05713","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05714",12.97,4.94,0,
"C05715",-63.24,4.94,-1,
"C05717",-71.53,4.93,0,
"C05718","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05720","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05721","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05723","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05726","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05727","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05729","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05730",-159.01,2.49,2,
"C05731",-371.09,2.61,0,
"C05734","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05735","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05737","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05742","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05743","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05744","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05745","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05746","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05747","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05748","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05749","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05750","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05751","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05752","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05753","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05754","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05755","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05756","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05757","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05758","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05759","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05760","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05761","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05762","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05763","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05764","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05765",-379.03,0.4,-1,
"C05766","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05767","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05768","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05769","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05770","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05771",-44.7,0.31,1,
"C05772","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05773","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05774","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05775",-77.34,2.15,0,
"C05776","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C05777","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05778","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05779","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05780","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05781","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05782","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05783","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05784","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05785","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05786",5.47,9.79,-2,
"C05787",-427.56,7.78,-2,
"C05788","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05789",-118.86,4.12,-2,
"C05790",-94.52,5.12,-2,
"C05791",-77.64,5.13,-2,
"C05792","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05793",-102.27,4.33,-2,
"C05794",-77.93,5.19,-2,
"C05795",-61.05,5.27,-2,
"C05796","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C05797","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05798","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05799","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05800",155.39,3.15,0,
"C05801",115.91,3.22,0,
"C05802",130.56,3.26,0,
"C05803",110.34,3.42,0,
"C05804",109.93,3.51,0,
"C05805",80.37,3.74,-1,
"C05806","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05807","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05808","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05809",128.94,4.19,-1,
"C05810",211.57,4.14,0,
"C05811",172.09,4.18,0,
"C05812",186.74,4.23,0,
"C05813",166.52,4.35,0,
"C05814",166.11,4.42,0,
"C05815",136.55,4.61,-1,
"C05816",-464.6,2.64,-2,
"C05817",-192.47,1.2,-2,
"C05818","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05819","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05820",-331,2.91,0,
"C05821","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05822",-345.38,1.92,-1,
"C05823",-118.64,0.68,-1,
"C05824","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05825",-113.08,0.39,0,
"C05827",20.51,1.16,0,
"C05828",-32.19,1.15,-1,
"C05829",-202.34,1,-2,
"C05830",-85.11,1.83,-1,
"C05831",-73.82,1.19,-1,
"C05832",-93.89,1.69,-1,
"C05834",-42.94,1.58,0,
"C05835",-112.01,1.11,-1,
"C05836","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05837",-232.94,3.98,-1,
"C05838",-71.75,1.1,-1,
"C05839",-230.23,1.9,-1,
"C05840",-173.6,1.69,-2,
"C05841",-167.68,1.96,0,
"C05842",-37.45,1.55,0,
"C05843",-19.88,1.47,0,
"C05844",-233.74,1.08,-1,
"C05845",-323.99,5.65,-2,
"C05846","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05847",-439.84,0.58,-2,
"C05848","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05849",-21.98,6.63,0,
"C05850","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05851",-27.19,1.73,0,
"C05852",-89.36,0.87,-1,
"C05853",-6.66,0.81,0,
"C05854",-169.5,0.66,-2,
"C05855",-185.46,1.92,0,
"C05856",61.66,2.56,1,
"C05857","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05858","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05859","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05860","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05861","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05864","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05868","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05869","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05883","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05887",-276,1.67,-1,
"C05888",-598.96,7.33,-3,
"C05889",-751.79,8.17,-3,
"C05890",-709.35,8.31,-2,
"C05891",-862.25,10.62,-2,
"C05892",-984.91,4.39,-3,
"C05893",-751.79,8.17,-3,
"C05894",-709.35,8.31,-2,
"C05895",-856.24,10.48,-1,
"C05896","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05897",-678.6,7.33,-4,
"C05898",-831.43,8.16,-4,
"C05899",-788.99,8.31,-3,
"C05900",-941.89,10.61,-3,
"C05901",-78.76,2.33,0,
"C05902",-131.65,2.43,0,
"C05903",-137.6,2.57,-1,
"C05904","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C05905","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C05906",-198.14,2.5,0,
"C05907",-158.3,2.43,0,
"C05908","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C05909",-237.62,2.71,0,
"C05911",-192.77,2.6,0,
"C05912",-5.98,7.9,-2,
"C05913",22.35,9.91,-2,
"C05914","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C05915","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C05916","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C05917","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C05918",84.57,2.93,0,
"C05919",84.57,2.93,0,
"C05920","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C05921",-289.37,3.83,-1,
"C05922",-790.78,2.31,-3,
"C05923",-754.54,2.11,-3,
"C05924",-219.68,4.41,-2,
"C05925",-288.45,2.6,-1,
"C05926",-76.1,2.83,0,
"C05927",-539.39,3.33,-3,
"C05928",-251.75,3.5,-3,
"C05929","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05930","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05931",-269.94,0.82,-3,
"C05932",-217.24,0.8,-2,
"C05933","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05935",-98.54,1.56,0,
"C05936",-61.39,0.73,0,
"C05938",-149.47,0.44,0,
"C05939",-159.85,1.24,-1,
"C05941",-148.47,0.43,0,
"C05942",-43.34,1.17,-1,
"C05944",-145.32,0.92,0,
"C05945",-270.31,1.82,-1,
"C05946",-226.94,0.4,-2,
"C05947",-202.17,0.45,-1,
"C05949",-47.4,2.26,-1,
"C05950",-133.32,2.27,-2,
"C05951",-116.83,2.55,-1,
"C05952",-86.25,2.44,-1,
"C05953",-64.06,1.47,-1,
"C05954",-65.72,1.61,-1,
"C05955",-65.75,1.44,-1,
"C05956","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C05957",-64.06,1.47,-1,
"C05958",-49.53,2.55,-1,
"C05959",-119.47,1.56,-1,
"C05960",-113,1.55,-1,
"C05961",-171.85,1.37,-1,
"C05962",-165.29,1.25,-1,
"C05963",-156.07,1.8,-1,
"C05964",-153.81,1.63,-1,
"C05965",-34.21,2.19,-1,
"C05966",-34.21,2.19,-1,
"C05970","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05971","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05973","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05974","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05976","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05977","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05979",-41.91,0.24,0,
"C05980","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05981","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C05983",-265.48,3.07,-1,
"C05984",-121.55,0.27,-1,
"C05985",71.9,5.28,0,
"C05986",62.42,5.28,0,
"C05989",-810.96,3.54,-3,
"C05990",-298.93,3.48,-1,
"C05993",-267.1,3.07,-1,
"C05994",-199.37,0.49,-2,
"C05995","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C05996","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C05997",-779.19,3.54,-2,
"C05998",-822.24,3.61,-3,
"C05999",-70.47,0.28,0,
"C06000",-820.63,3.57,-3,
"C06001",-121.55,0.27,-1,
"C06002",-112.07,0.27,-1,
"C06004","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C06005","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C06006",-151.56,0.45,-1,
"C06007",-159.58,0.49,-1,
"C06008",-109.64,0.4,-1,
"C06010",-153.18,0.44,-1,
"C06011",-81.65,1.19,-1,
"C06012","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C06014","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C06015","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06016","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C06017",-766.34,2.93,-3,
"C06018",-681.24,3.07,-2,
"C06019",-429.92,0.74,-1,
"C06020","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C06021","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C06022",-783.35,3.33,-1,
"C06023","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06024",-1175.59,6.14,-3,
"C06025",-1411.42,7.14,-4,
"C06026",-1450.68,8.53,-4,
"C06027",-900.27,3.57,-4,
"C06028",-843.53,3.6,-4,
"C06029",-201.19,0.41,-2,
"C06030",-190.71,0.39,-2,
"C06031",-201.19,0.41,-2,
"C06032",-201.19,0.41,-2,
"C06033",-228.55,0.49,-2,
"C06034",-203.78,0.49,-1,
"C06035",-169.5,0.66,-2,
"C06036","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06037","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06038","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06040","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06041","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06042","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06043","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06044",-46.14,0.9,0,
"C06045",-114.19,1.13,-1,
"C06046",-204.62,1.82,0,
"C06047",-204.35,1.42,-1,
"C06048",-204.35,1.42,-1,
"C06049","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06050",-104.27,1.71,-1,
"C06051",-59.5,1.67,0,
"C06052",-47.04,2.23,0,
"C06054",-397.84,0.39,-2,
"C06055",-373.07,0.44,-1,
"C06056",-160.57,0.46,0,
"C06057",-80.93,0.4,1,
"C06058","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06059","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C06060","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06061","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06062","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C06066","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C06067",-0.16,1.65,0,
"C06068","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C06069",-42.14,0.92,0,
"C06070",-68.89,0.97,0,
"C06071",-279.33,3.02,0,
"C06073","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
