abbreviation	name	synonyms	equation	subsystem	compartment	ecnumber	reversible	translocation	internal_id	confidence_score	notes	
NMNt2p	NMN peroxisomal transport via proton symport		h[c] + nmn[c] <==> h[x] + nmn[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1471854	0		
DHPSm	dihydropteroate synthase, mitochondrial		[m] : 2ahhmp + 4abz --> dhpt + h2o	Folate Metabolism	Mitochondria	2.5.1.15	Irreversible	N	1449186	0		
RNDR3n	ribonucleoside-diphosphate reductase (CDP), nuclear		[n] : cdp + trdrd --> dcdp + h2o + trdox	Nucleotide Salvage Pathway	Nucleus	1.17.4.1	Irreversible	N	1442637	0		
CHTNDA	chitin deacetylase		[c] : chitin + h2o --> ac + chitos + h	Aminosugar Metabolism 	Cytosol	3.5.1.41	Irreversible	N	1448643	0		
AASAD1	L-aminoadipate-semialdehyde dehydrogenase (NADPH)		[c] : L2aadp + atp + h + nadph --> L2aadp6sa + amp + nadp + ppi	Threonine and Lysine Metabolism	Cytosol	1.2.1.31	Irreversible	N	1485507	0		
ATPATF1	ATP adenylyltransferase	adenine triphosphate adenylyltransferase	[c] : adp + atp + h --> ap4a + pi	Purine and Pyrimidine Biosynthesis	Cytosol	2.7.7.53	Irreversible	N	1485004	0		
MEVK3	mevalonate kinase (gtp)		[c] : gtp + mev-R --> 5pmev + gdp + h	Sterol Biosynthesis	Cytosol	2.7.1.36	Irreversible	N	1454625	0		
RBFSb	riboflavin synthase		[c] : (2) dmlz --> 4r5au + ribflv	Riboflavin Metabolism	Cytosol	2.5.1.9	Irreversible	N	199629	0		
FAS120ACPm	fatty-acyl-ACP synthase (n-C12:0ACP), mitochondrial		[m] : dcaACP + (3) h + malACP + (2) nadph --> ACP + co2 + ddcaACP + h2o + (2) nadp	Fatty Acid  Biosynthesis	Mitochondria		Irreversible	N	1513032	0		
DANNt2	7,8-Diaminononanoate reversible transport via proton symport		dann[e] + h[e] <==> dann[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1449406	0		
DAGPYP_SC	diacylglycerol pyrophosphate phosphatase, yeast-specific	phosphatidate phosphatase	[c] : h2o + (0.01) pa_SC --> (0.01) 12dgr_SC + pi	Phospholipid Biosynthesis	Cytosol	3.1.3.4	Irreversible	N	1531155	0		
CERH126	Ceramide-1 hydroxylase (26C)		[c] : cer1_26 + h + nadph + o2 --> cer2_26 + h2o + nadp	Sphingolipid Metabolism	Cytosol		Irreversible	N	1513692	0		
34HPPOR	4-Hydroxyphenylpyruvate:oxygen oxidoreductase		[c] : 34hpp + o2 --> co2 + hgentis	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	1.13.11.27	Irreversible	N	1485929	0		
ASNNe	L-asparaginase, extracellular		[e] : asn-L + h2o --> asp-L + nh4	Asparagine metabolism	Extra-organism	3.5.1.1	Irreversible	N	1529112	0		
NH4tp	ammonia peroxisomal transport		nh4[c] <==> nh4[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1471893	0		
SLCBK2	sphingolipid long chain base kinase (phytosphingosine)		[c] : atp + psphings --> adp + h + psph1p	Sphingolipid Metabolism	Cytosol		Irreversible	N	1486084	0		
NABTNO	N4-Acetylaminobutanal:NAD+ oxidoreductase		[c] : h2o + n4abutn + nad --> 4aabutn + (2) h + nadh	Other Amino Acid Metabolism	Cytosol	1.2.1.3	Irreversible	N	1446103	0		
PHEt2r	L-phenylalanine reversible transport via proton symport		h[e] + phe-L[e] <==> h[c] + phe-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446885	0		
DUMPtn	dUMP nuclear transport		dump[c] <==> dump[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1471781	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
AGT	alanine-glyoxylate transaminase		[c] : ala-L + glx <==> gly + pyr	Glycine and Serine Metabolism	Cytosol	2.6.1.44	Reversible	N	1443899	0		
CAT	catalase	caperase, catalase-peroxidase, equilase, optidase	[c] : (2) h2o2 --> (2) h2o + o2	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	1.11.1.6	Irreversible	N	1484972	0		
PMETM_SC	Phosphatidyl-N-methylethanolamine N-methyltransferase, yeast-specific		[c] : amet + (0.01) ptd2meeta_SC --> ahcys + h + (0.01) pc_SC	Phospholipid Biosynthesis	Cytosol	2.1.1.16	Irreversible	N	1531338	0		
HKYNH	3-Hydroxy-L-kynurenine hydrolase		[c] : h2o + hLkynr --> 3hanthrn + ala-L	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	3.7.1.3	Irreversible	N	1485410	0		
NDPK9	nucleoside-diphosphate kinase (ATP:IDP)		[c] : atp + idp <==> adp + itp	Nucleotide Salvage Pathway	Cytosol	2.7.4.6	Reversible	N	1442620	0		
PI3P4K_SC	phosphatidylinositol-3-phosphate 4-kinase, yeast-specific		[c] : atp + (0.01) ptd3ino_SC --> adp + h + (0.01) ptd134bp_SC	Phospholipid Biosynthesis	Cytosol		Irreversible	N	1531501	0	added according to Daum et al	
DINSt2	deoxyinosine transport in via proton symport		din[e] + h[e] --> din[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218429	0		
MIPCS126_SC	mannose-inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific		[c] : gdpmann + (0.01) ipc126_SC --> gdp + h + (0.01) mipc126_SC	Sphingolipid Metabolism	Cytosol		Irreversible	N	1531419	0	CSG2 listed as ER membrane (CYGD); assume catalytic domain faces cytosol////added according to Dickinson book	
GBEZ	1,4-alpha-glucan branching enzyme		[c] : 14glun --> glycogen + h2o	Alternate Carbon Metabolism	Cytosol	2.4.1.18	Irreversible	N	1512785	0		
CYSt2r	L-cysteine reversible transport via proton symport		cys-L[e] + h[e] <==> cys-L[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446850	0		
PIt2v	phosphate vacuolar transport via proton symport		h[c] + pi[c] <==> h[v] + pi[v]	Transport, Vacuolar	Cytosol, Vacuole		Reversible	Y	1487445	0		
DPCOAKm	dephospho-CoA kinase, mitochondrial		[m] : atp + dpcoa --> adp + coa + h	Pantothenate and CoA Biosynthesis	Mitochondria	2.7.1.24	Irreversible	N	1449028	0		
PANTtm	pantothenate mitochondrial transport		pant-R[c] <==> pant-R[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1449509	0		
GALS3	a-galactosidase (melibiose)	melibiase	[c] : h2o + melib --> gal + glc-D	Galactose metabolism	Cytosol	3.2.1.22	Irreversible	N	1438863	0		
XANt	xanthine reversible transport		xan[e] <==> xan[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1447000	0		
FDH	formate dehydrogenase		[c] : for + nad --> co2 + nadh	Methane Metabolism	Cytosol	1.2.1.2	Irreversible	N	135539	0		
THRt2m	threonine mitochondrial transport via proton symport		h[c] + thr-L[c] <==> h[m] + thr-L[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1459135	0		
PHCDm	L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase		[m] : 1p3h5c + (2) h2o + nad --> e4hglu + h + nadh	Arginine and Proline Metabolism	Mitochondria	1.5.1.12	Irreversible	N	1529920	0		
NTRLASE3	nitrilase		[c] : acybut + (2) h2o --> glu-L + nh4	Other Amino Acid Metabolism	Cytosol	3.5.5.1	Irreversible	N	1531995	0		
AMAOTr	adenosylmethionine-8-amino-7-oxononanoate transaminase		[c] : 8aonn + amet <==> amob + dann	Pantothenate and CoA Biosynthesis	Cytosol	2.6.1.62	Reversible	N	1447214	0		
PDHm	pyruvate dehydrogenase		[m] : coa + nad + pyr --> accoa + co2 + nadh	Glycolysis/Gluconeogenesis	Mitochondria	1.2.4.1	Irreversible	N	213964	0		
ATPPRT	ATP phosphoribosyltransferase		[c] : atp + prpp --> ppi + prbatp	Histidine Metabolism	Cytosol	2.4.2.17	Irreversible	N	140344	0		
ACONTm	Aconitate hydratase		[m] : cit <==> icit	Citric Acid Cycle	Mitochondria	4.2.1.3	Reversible	N	216784	0		
PHCHGSm	L-1-Pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-Hydroxyglutamate semialdehyde, mitochondrial		[m] : 1p3h5c + h + h2o <==> 4hglusa	Arginine and Proline Metabolism	Mitochondria		Reversible	N	1530431	0		
UGLYCHr	Ureidoglycolate hydrolase		[c] : (2) h + h2o + urdglyc <==> co2 + glx + (2) nh4	Histidine Metabolism	Cytosol	3.5.3.19	Reversible	N	1528708	0		
THRTRSm	threonyl-tRNA synthetase, mitochondrial		[m] : atp + thr-L + trnathr --> amp + ppi + thrtrna	Threonine and Lysine Metabolism	Mitochondria	6.1.1.3	Irreversible	N	1447938	0		
L-LACt2r	L-lactate reversible transport via proton symport		h[e] + lac-L[e] <==> h[c] + lac-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1441889	0		
PDE5	3',5'-cyclic-nucleotide phosphodiesterase		[c] : 35ccmp + h2o --> cmp + h	Purine and Pyrimidine Biosynthesis	Cytosol	3.1.4.17	Irreversible	N	1485382	0		
PEtv_SC	phosphatidylethanolamine vacuolar transport, yeast-specific		pe_SC[c] <==> pe_SC[v]	Transport, Vacuolar	Cytosol, Vacuole		Reversible	Y	1460207	0		
FRDm	fumarate reductase		[m] : fadh2 + fum --> fad + succ	Oxidative Phosphorylation	Mitochondria	1.3.99.1	Irreversible	N	217732	0		
NADK	NAD kinase		[c] : atp + nad --> adp + h + nadp	NAD Biosynthesis	Cytosol	2.7.1.23	Irreversible	N	201060	0		
XYLTt	Xylitol transport via passive diffusion		xylt[e] <==> xylt[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1457599	0	added according to Walker book	
PNTK	pantothenate kinase		[c] : atp + pnto-R --> 4ppan + adp + h	Pantothenate and CoA Biosynthesis	Cytosol	2.7.1.33	Irreversible	N	200696	0		
HBZOPT6m [deleted 12/13/2005  11:36:59 AM]	Hydroxybenzoate octaprenyltransferase, mitochondrial		[m] : 4hbz + octdp_5 --> 3ophb_5 + ppi	Quinone Biosynthesis	Mitochondria		Irreversible	N	1449669	0		
YUMPS	yUMP synthetase	5-ribosyluracil 5-phosphate synthetase, pseudouridine monophosphate synthetase, pseudouridylate synthase, pseudouridylate synthetase, pseudouridylic acid synthetase, psiUMP synthetase	[c] : r5p + ura <==> h2o + psd5p	Purine and Pyrimidine Biosynthesis	Cytosol	4.2.1.70	Reversible	N	1486041	0		
MI1PS	myo-Inositol-1-phosphate synthase		[c] : g6p --> mi1p-D	Phospholipid Biosynthesis	Cytosol	5.5.1.4	Irreversible	N	1485074	0		
FA182COAabcp	fatty acyl-CoA peroxisomal transport via ABC system		atp[x] + h2o[x] + ocdycacoa[c] --> adp[x] + h[x] + ocdycacoa[x] + pi[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459738	0		
FA160tp	fatty acid peroxisomal transport		hdca[c] --> hdca[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459895	0		
ADHAPR_SC	acyldihydroxyacetonephosphate reductase, yeast-specific		[c] : (0.01) 1agly3p_SC + h + nadph --> (0.01) 1ag3p_SC + nadp	Phospholipid Biosynthesis	Cytosol		Irreversible	N	1452442	0		
PGMT	phosphoglucomutase		[c] : g1p <==> g6p	Pentose Phosphate Pathway	Cytosol	5.4.2.2	Reversible	N	136639	0		
FA160ACPtm	fatty-acyl-ACP mitochondrial transport		palmACP[m] --> palmACP[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1489020	0		
UPPRT	uracil phosphoribosyltransferase		[c] : prpp + ura --> ppi + ump	Purine and Pyrimidine Biosynthesis	Cytosol	2.4.2.9	Irreversible	N	145542	0		
FTHFCL	5-formethyltetrahydrofolate cyclo-ligase		[c] : 5fthf + atp --> adp + methf + pi	Folate Metabolism	Cytosol	6.3.3.2	Irreversible	N	1554039	0	changed to reversible based on Cherest et al JBC 2000. Originally listed as irreversible as per KEGG	
DBTSr	dethiobiotin synthase		[c] : atp + co2 + dann <==> adp + dtbt + (3) h + pi	Pantothenate and CoA Biosynthesis	Cytosol	6.3.3.3	Reversible	N	1529163	0		
2OMPH_5tn	2-Octaprenyl-6-methoxyprenol nuclear transport		2omph_5[c] <==> 2omph_5[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1449780	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
GCCam	glycine-cleavage complex (lipoylprotein), mitochondrial		[m] : gly + h + lpro <==> alpro + co2	Glycine and Serine Metabolism	Mitochondria	1.4.4.2	Reversible	N	1554698	0		
ACOATAm	Acetyl-CoA ACP transacylase		[m] : ACP + accoa <==> acACP + coa	Fatty Acid  Biosynthesis	Mitochondria	2.3.1.38	Reversible	N	1512271	0		
THRt2r	L-threonine reversible transport via proton symport		h[e] + thr-L[e] <==> h[c] + thr-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446915	0		
THMt2	Thiamine transport in via proton symport		h[e] + thm[e] --> h[c] + thm[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1449431	0		
PYAM5PO	pyridoxamine 5'-phosphate oxidase		[c] : h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p	Pyridoxine Metabolism	Cytosol	1.4.3.5	Irreversible	N	1448709	0		
ACSm	acetyl-CoA synthetase		[m] : ac + atp + coa --> accoa + amp + ppi	Pyruvate Metabolism	Mitochondria	6.2.1.1	Irreversible	N	225891	0		
PRAIi	phosphoribosylanthranilate isomerase (irreversible)		[c] : pran --> 2cpr5p	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	5.3.1.24	Irreversible	N	1440120	0		
NTD5	5'-nucleotidase (dTMP)		[c] : dtmp + h2o --> pi + thymd	Nucleotide Salvage Pathway	Cytosol	3.1.3.5	Irreversible	N	143835	0		
ACACT5p	acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal		[x] : 3oddcoa + coa --> accoa + dcacoa	Fatty Acid Degradation	Peroxisome	2.3.1.16	Irreversible	N	1452213	0	peroxisomal according to CYGD	
FRUK	fructose-1-phosphate kinase		[c] : atp + f1p --> adp + fdp + h	Fructose and Mannose Metabolism	Cytosol	2.7.1.56	Irreversible	N	136908	0		
POLYAO	polyamine oxidase		[c] : N1aspmd + h2o + o2 --> aproa + aprut + h2o2	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	1.5.3.11	Irreversible	N	1445799	0		
ACACT7p	acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal		[x] : 3ohdcoa + coa --> accoa + tdcoa	Fatty Acid Degradation	Peroxisome	2.3.1.16	Irreversible	N	1452198	0	peroxisomal according to CYGD	
GLUt2m	L-glutamate reversible transport via proton symport, mitochondrial		glu-L[c] + h[c] <==> glu-L[m] + h[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446639	0		
TMPKr	thiamine-phosphate kinase		[c] : atp + thmmp <==> adp + thmpp	Thiamine Metabolism	Cytosol	2.7.4.16	Reversible	N	1512413	0		
FAS181ACPm	fatty-acyl-ACP synthase (n-C18:1ACP), mitochondrial		[m] : (4) h + malACP + (3) nadph + o2 + palmACP --> ACP + co2 + (3) h2o + (3) nadp + octeACP	Fatty Acid  Biosynthesis	Mitochondria		Irreversible	N	1513292	0		
THRD_L	L-threonine deaminase	L-threonine dehydratase	[c] : thr-L --> 2obut + nh4	Threonine and Lysine Metabolism	Cytosol	4.3.1.19	Irreversible	N	139588	0		
PGI	glucose-6-phosphate isomerase		[c] : g6p <==> f6p	Glycolysis/Gluconeogenesis	Cytosol	5.3.1.9	Reversible	N	134518	0		
13BGH	Endo-1,3-beta-glucan glucohydrase	1,3-beta-glucanase	[c] : 13BDglcn + h2o --> glc-D	Starch and Sucrose Metabolism	Cytosol	3.2.1.58	Irreversible	N	1454887	0		
OMPDC	orotidine-5'-phosphate decarboxylase		[c] : h + orot5p --> co2 + ump	Purine and Pyrimidine Biosynthesis	Cytosol	4.1.1.23	Irreversible	N	143583	0		
INSTt2	inositol transport in via proton symport		h[e] + inost[e] --> h[c] + inost[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218333	0		
3MOPtm	3-Methyl-2-oxopentanoate transport, diffusion, mitochondrial		3mop[c] <==> 3mop[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446667	0		
CLPNSm_SC	cardiolipin synthase, yeast-specific, mitochondrial		[m] : (0.01) cdpdag_SC + (0.01) pg_SC --> (0.01) clpn_SC + cmp + h	Phospholipid Biosynthesis	Mitochondria	2.7.8.5	Irreversible	N	1531402	0		
NMNATm	nicotinamide-nucleotide adenylyltransferase, mitochondrial		[m] : atp + h + nmn --> nad + ppi	NAD Biosynthesis	Mitochondria	2.7.7.1	Irreversible	N	1449071	0		
ACOTAim	acteylornithine transaminase, irreversible, mitochondrial		[m] : acg5sa + glu-L --> acorn + akg	Arginine and Proline Metabolism	Mitochondria	2.6.1.11	Irreversible	N	1445427	0		
PGPPAm_SC	phosphatidylglycerol phosphate phosphatase A, yeast-specific, mitochondrial		[m] : h2o + (0.01) pgp_SC --> (0.01) pg_SC + pi	Phospholipid Biosynthesis	Mitochondria	3.1.3.27	Irreversible	N	1531265	0		
GLUPRT	glutamine phosphoribosyldiphosphate amidotransferase		[c] : gln-L + h2o + prpp --> glu-L + ppi + pram	Purine and Pyrimidine Biosynthesis	Cytosol	2.4.2.14	Irreversible	N	1529238	0		
HCYSt2p	Homocysteine peroxisomal transport via proton symport		h[c] + hcys-L[c] <==> h[x] + hcys-L[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1488651	0		
DHORD	dihydoorotic acid dehydrogenase		[c] : dhor-S + o2 <==> h2o2 + orot	Purine and Pyrimidine Biosynthesis	Cytosol	1.3.3.1	Reversible	N	143543	0		
METTRS	Methionyl-tRNA synthetase		[c] : atp + met-L + trnamet --> amp + mettrna + ppi	Methionine Metabolism	Cytosol	6.1.1.10	Irreversible	N	227727	0		
GHMT2r	glycine hydroxymethyltransferase, reversible	Serine aldolase, Serine hydroxymethylase, Threonine aldolase, serine hydroxymethyltransferase, serine:H4F hydroxymethyltransferase	[c] : ser-L + thf <==> gly + h2o + mlthf	Glycine and Serine Metabolism	Cytosol	2.1.2.1	Reversible	N	1443877	0		
GTMLT	g-glutamyltransferase		[c] : ala-L + gthrd --> cgly + gluala	Other Amino Acid Metabolism	Cytosol	2.3.2.2	Irreversible	N	1530115	0		
FA140ACPH	fatty-acyl-ACP hydrolase		[c] : h2o + myrsACP <==> ACP + h + ttdca	Fatty Acid  Biosynthesis	Cytosol	3.1.2.14	Reversible	N	1512294	0	another enzymatic function of FAS (CYGD)	
DCTPD	dCTP deaminase		[c] : dctp + h + h2o --> dutp + nh4	Nucleotide Salvage Pathway	Cytosol	3.5.4.13	Irreversible	N	1529171	0		
FACOAL120p	fatty-acid--CoA ligase (dodecanoate), peroxisomal		[x] : atp + coa + ddca <==> amp + ddcacoa + ppi	Fatty Acid  Biosynthesis	Peroxisome	6.2.1.3	Reversible	N	1451858	0	peroxisomal according to CYGD	
LGTHL	lactoylglutathione lyase	glyoxalase I	[c] : gthrd + mthgxl --> lgt-S	Alternate Carbon Metabolism	Cytosol	4.4.1.5	Irreversible	N	226183	0		
SAM24MT	S-adenosyl-methionine delta-24-sterol-c-methyltransferase		[c] : amet + zymst --> ahcys + fecost + h	Sterol Biosynthesis	Cytosol	2.1.1.41	Irreversible	N	1454823	0	found primarily in lipid particles and ER membrane (CYGD); assume catalytic domain faces cytosol//	
O2ter	O2  transport, endoplasmic reticulum		o2[c] <==> o2[r]	Transport, Endoplasmic Reticular	Cytosol, Endoplasmic Reticulum		Reversible	Y	1459372	0		
DESAT14	Myristicoyl-CoA desaturase (n-C14:0CoA -> n-C14:1CoA)		[c] : h + nadph + o2 + tdcoa --> (2) h2o + nadp + tdecoa	Fatty Acid  Biosynthesis	Cytosol	1.14.19.1	Irreversible	N	1572551	0		
CITtam	citrate transport, mitochondrial		cit[c] + mal-L[m] <==> cit[m] + mal-L[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1334507	0		
3C3HMPtm	2-Isopropylmalate transport, diffusion, mitochondrial		3c3hmp[c] <==> 3c3hmp[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446633	0		
ACACT6p	acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal		[x] : 3otdcoa + coa --> accoa + ddcacoa	Fatty Acid Degradation	Peroxisome	2.3.1.16	Irreversible	N	1452203	0	peroxisomal according to CYGD	
GLUDxi	glutamate dehydrogenase (NAD)		[c] : glu-L + h2o + nad --> akg + h + nadh + nh4	Glutamate metabolism	Cytosol	1.4.1.2	Irreversible	N	1442809	0		
NDP3	nucleoside-diphosphatase (GDP)		[c] : gdp + h2o --> gmp + h + pi	Nucleotide Salvage Pathway	Cytosol	3.6.1.6	Irreversible	N	243624	0		
ADNt2	adenosine transport in via proton symport		adn[e] + h[e] --> adn[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218349	0		
HACD5p	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA), peroxisomal		[x] : 3oddcoa + h + nadh <==> 3hddcoa + nad	Fatty Acid Degradation	Peroxisome	1.1.1.35	Reversible	N	1456951	0	peroxisomal according to CYGD	
ECOAH8p	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA), peroxisomal		[x] : 3hodcoa <==> h2o + od2coa	Fatty Acid Degradation	Peroxisome	4.2.1.17	Reversible	N	1452174	0	peroxisomal according to CYGD	
4ABUTtm	4-aminobutanoate mitochondrial transport via diffusion		4abut[c] <==> 4abut[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1447843	0		
DGK1	deoxyguanylate kinase (dGMP:ATP)		[c] : atp + dgmp <==> adp + dgdp	Purine and Pyrimidine Biosynthesis	Cytosol	2.7.4.8	Reversible	N	144430	0		
ASNt2r	L-asparagine reversible transport via proton symport		asn-L[e] + h[e] <==> asn-L[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446840	0		
PSERS_SC	phosphatidylserine synthase, yeast-specific		[c] : (0.01) cdpdag_SC + ser-L <==> cmp + h + (0.01) ps_SC	Phospholipid Biosynthesis	Cytosol	2.7.8.8	Reversible	N	1531282	0	localization is listed as er membrane (CYGD); assume faces cytosol	
OAAt2m	oxaloacetate transport, mitochondrial		h[c] + oaa[c] <==> h[m] + oaa[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1129381	0		
DHORtn	(S)-Dihydrooroate nuclear transport		dhor-S[c] <==> dhor-S[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1471775	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
FORtm	formate mitochondrial transport		for[m] --> for[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1587257	0	McNeil JB, Bognar AL, Pearlman RE//Genetics 1996 Feb;142(2):371-81 //PMID: 8852837////"mitochondria transport formate to the cytoplasmic compartment"	
FA120ACPH	fatty-acyl-ACP hydrolase		[c] : ddcaACP + h2o <==> ACP + ddca + h	Fatty Acid  Biosynthesis	Cytosol	3.1.2.14	Reversible	N	1512288	0	another enzymatic function of FAS (CYGD)	
NNDPRm	nicotinate-nucleotide diphosphorylase (carboxylating), mitochondrial		[m] : (2) h + prpp + quln --> co2 + nicrnt + ppi	NAD Biosynthesis	Mitochondria	2.4.2.19	Irreversible	N	1449058	0		
ILETA	isoleucine transaminase		[c] : akg + ile-L <==> 3mop + glu-L	Valine, Leucine, and Isoleucine Metabolism	Cytosol	2.6.1.42	Reversible	N	139426	0		
ICL	Isocitrate lyase		[c] : icit --> glx + succ	Anaplerotic reactions	Cytosol	4.1.3.1	Irreversible	N	218084	0	according to SWISS-PROT entry (P28240), may be peroxisomal	
