abbreviation	name	formula	charge	compartment	kegg_id	cas_id	internal_id	found in: 1) E. coli iJR904; 2) H. sapiens Recon 1; 3) H. pylori iIT341; 4) P. putida iJN746; 5) E. coli iAF1260; 6) S. cerevisiae iND750; 7) S. aureus iSB619; 8) E. coli textbook; 9) M. barkeri iAF692; 10) M. tuberculosis iNJ661; 	
sl2a6o	N-Succinyl-2-L-amino-6-oxoheptanedioate	C11H12NO8	-3	Cytosol	C04462		43864	1,10,3,4,5,7	
mi1346p	1D-myo-Inositol 1,3,4,6-tetrakisphosphate	C6H8O18P4	-8	Cytosol, Nucleus	C04477	53-42-9	43890	2	
kdo8p	3-Deoxy-D-manno-octulosonate 8-phosphate	C8H12O11P	-3	Cytosol	C04478		43894	1,3,5	
hkndd	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	C9H8O6	-2	Cytosol	C04479	53-42-9	43897	1,5	
gdptp	Guanosine 3'-diphosphate 5'-triphosphate	C10H11N5O20P5	-7	Cytosol	C04494		43927	10,4,5,7	
mi3456p	1D-myo-Inositol 3,4,5,6-tetrakisphosphate	C6H8O18P4	-8	Cytosol	C04520	652-69-7	43973	2	
fecost	fecosterol	C28H46O	0	Cytosol	C04525	652-69-7	43985	6	
pail3p_hs	1-Phosphatidyl-1D-myo-inositol 3-phosphate (Homo sapiens)	C9H15O12P2FULLRCO2FULLR2CO2	-3	Cytosol, Endoplasmic Reticulum, Nucleus	C04549	652-69-7	44024	2	
dhcholestanate	3alpha,7alpha-Dihydroxy-5beta-cholestanate	C27H45O4	-1	Endoplasmic Reticulum, Mitochondria, Peroxisome	C04554	652-69-7	44035	2	
dheas	Dehydroepiandrosterone sulfate	C19H27O5S	-1	Cytosol, Endoplasmic Reticulum, Extra-organism	C04555	652-69-7	44038	2	
4ampm	4-Amino-2-methyl-5-phosphomethylpyrimidine	C6H8N3O4P	-2	Cytosol	C04556		44041	1,10,3,4,5,6,7,9	
5mdru1p	5-Methylthio-5-deoxy-D-ribulose 1-phosphate	C6H11O7PS	-2	Cytosol	C04582		44103	1,2,3,5,7	
micit	methylisocitrate	C7H7O7	-3	Cytosol	C04593	20298-95-7	44122	1,2,4,5	
3hdecACP	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]	C21H39N2O9PRS	-1	Cytosol	C04619	320-77-4	44184	4,5	
uaccg	UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine	C20H26N3O19P2	-3	Cytosol	C04631		44212	1,10,3,4,5,7,9	
fpram	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	C8H15N3O8P	-1	Cytosol	C04640		44236	1,10,2,3,4,5,6,7,9	
dhcholestancoa	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	C48H76N7O19P3S	-4	Endoplasmic Reticulum, Peroxisome	C04644	2461-62-3	44249	2	
u23ga	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	C43H75N3O20P2	-2	Cytosol	C04652		44263	1,5	
prostg1	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	C20H31O5	-1	Cytosol	C04654	35597-44-5	44269	2	
eig3p	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	C6H9N2O6P	-2	Cytosol	C04666		44288	1,10,4,5,6,7,9	
aicar	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	C9H13N4O8P	-2	Cytosol	C04677	3031-94-5	44312	1,10,2,3,4,5,6,7,9	
2dda7p	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	C7H10O10P	-3	Cytosol, Mitochondria	C04691		44349	1,10,3,4,5,6,7	
uAgl	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine	C34H52N7O24P2	-3	Cytosol	C04700		44363	10	
uGgla	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C40H62N9O26P2	-3	Cytosol	C04702		44365	10	
thcholstoic	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate	C27H45O5	-1	Endoplasmic Reticulum, Mitochondria, Peroxisome	C04722	33964-75-9	44407	2	
4r5au	4-(1-D-Ribitylamino)-5-aminouracil	C9H16N4O6	0	Cytosol	C04732		44429	1,10,3,4,5,6,7,9	
fprica	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	C10H13N4O9P	-2	Cytosol	C04734		44434	1,10,2,3,4,5,6,7,9	
u3aga	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	C31H51N3O19P2	-2	Cytosol	C04738		44447	1,5	
prostge1	Prostaglandin E1	C20H33O5	-1	Cytosol, Extra-organism	C04741	745-65-3	44455	2	
5aizc	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	C9H11N3O9P	-3	Cytosol	C04751		44477	1,10,2,3,4,5,6,7,9	
2mahmp	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate	C6H8N3O7P2	-3	Cytosol	C04752	745-65-3	44484	1,10,3,4,5,6,7,9	
cholcoar	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA	C48H76N7O20P3S	-4	Endoplasmic Reticulum, Peroxisome	C04760	745-65-3	44498	2	
5prdmbz	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	C14H17N2O7P	-2	Cytosol	C04778		44527	1,10,4,5	
2ahhmd	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate	C7H8N5O8P2	-3	Cytosol, Mitochondria	C04807	70608-72-9	44591	10,3,4,6	
12HPET	12-Hydroperoxyeicosa-5,8,10,14-tetraenoate	C20H31O4	-1	Cytosol	C04820	70608-72-9	44618	2	
25aics	(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate	C13H15N4O12P	-4	Cytosol	C04823		44624	1,10,2,3,4,5,6,7,9	
lipidX	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate	C34H64NO12P	-2	Cytosol	C04824	None	44628	1,5	
uAgla	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C40H62N9O26P2	-3	Cytosol	C04846		44680	10	
uaGgla	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C86H140N7O21P2	-3	Cytosol	C04851		44694	10	
dhnpt	Dihydroneopterin	C9H13N5O4	0	Cytosol, Mitochondria	C04874		44772	1,10,3,4,5,6,7,9	
ugmd	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	C35H51N7O26P2	-4	Cytosol	C04877		44782	1,10,3,4,5,7	
ugmda	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	C41H61N9O28P2	-4	Cytosol	C04882		44801	1,10,3,4,5,7	
ahdt	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate	C9H12N5O13P3	-4	Cytosol, Nucleus	C04895		44843	1,10,2,3,4,5,6,7,9	
prfp	1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide	C15H21N5O15P2	-4	Cytosol	C04896		44846	1,10,4,5,6,7,9	
prlp	5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide	C15H21N5O15P2	-4	Cytosol	C04916		44913	1,10,4,5,6,7,9	
lipidA	2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate	C68H126N2O23P2	-4	Cytosol		None	44967	1,5	
n2m2nmasn	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R	C58H96N5O40X	0	Extra-organism, Golgi Apparatus, Lysosome	C04946	74863-84-6	45018	2	
3uib	3-Ureidoisobutyrate	C5H9N2O3	-1	Cytosol	C05100		45118	2,9	
4mzym	4-methylzymosterol	C28H46O	0	Cytosol	C05103	59865-13-3	45122	6	
ddsmsterol	7-Dehydrodesmosterol	C27H42O	0	Endoplasmic Reticulum	C05107	59865-13-3	45126	2	
44mzym	4,4-dimethylzymosterol	C29H48O	0	Cytosol, Endoplasmic Reticulum	C05108	59865-13-3	45128	2,6	
2mbdhl	S-(2-Methylbutanoyl)-dihydrolipoamide	C13H25NO2S2	0	Cytosol	C05118	59865-13-3	45146	7	
3mbdhl	S-(3-Methylbutanoyl)-dihydrolipoamide	C13H25NO2S2	0	Cytosol	C05119	59865-13-3	45148	7	
tchola	taurocholic acid	C26H45NO7S	0	Cytosol, Extra-organism, Peroxisome	C05122	81-24-3	45150	2	
isetac	Isethionic acid	C2H5O4S	-1	Cytosol, Extra-organism, Periplasm	C05123	107-36-8	45154	4,5	
mhista	N-Methylhistamine	C6H12N3	1	Cytosol	C05127	617-54-9	45171	2	
im4act	Imidazole-4-acetaldehyde	C5H6N2O	0	Cytosol, Mitochondria	C05130	617-54-9	45184	2	
17ahprgnlone	17alpha-Hydroxypregnenolone	C21H32O3	0	Cytosol, Endoplasmic Reticulum	C05138	387-79-1	45199	2	
eandrstrn	epiandrosterone	C19H28O3	0	Endoplasmic Reticulum	C05139	1232-73-1	45201	2	
estriol	estriol	C18H24O3	0	Cytosol, Endoplasmic Reticulum	C05141	50-27-1	45207	2	
selnp	Selenophosphate	H2O3PSe	-1	Cytosol	C05172		45264	1,2,5	
sectrna	L-Selenocysteinyl-tRNA(Sec)	C3H6NOSeR	1	Cytosol	C05173		45266	5	
dad-5	5'-Deoxyadenosine	C10H13N5O3	0	Cytosol, Extra-organism	C05198		45324	2,4,5	
acetol	Acetol	C3H6O2	0	Cytosol	C05235	116-09-6	45400	2,5	
3hhdcoa	(S)-3-Hydroxyhexadecanoyl-CoA	C37H62N7O18P3S	-4	Cytosol, Peroxisome	C05258		45443	4,5,6,7	
3ohdcoa	3-Oxohexadecanoyl-CoA	C37H60N7O18P3S	-4	Cytosol, Peroxisome	C05259		45445	2,4,5,6,7	
3htdcoa	(S)-3-Hydroxytetradecanoyl-CoA	C35H58N7O18P3S	-4	Cytosol, Peroxisome	C05260		45447	4,5,6,7	
3otdcoa	3-Oxotetradecanoyl-CoA	C35H56N7O18P3S	-4	Cytosol, Peroxisome	C05261		45449	2,4,5,6,7	
3hddcoa	(S)-3-Hydroxydodecanoyl-CoA	C33H54N7O18P3S	-4	Cytosol, Peroxisome	C05262		45451	4,5,6,7	
3oddcoa	3-Oxododecanoyl-CoA	C33H52N7O18P3S	-4	Cytosol, Peroxisome	C05263		45453	2,4,5,6,7	
3hdcoa	(S)-3-Hydroxydecanoyl-CoA	C31H50N7O18P3S	-4	Cytosol, Peroxisome	C05264		45455	4,5,6,7	
3odcoa	3-Oxodecanoyl-CoA	C31H48N7O18P3S	-4	Cytosol, Peroxisome	C05265		45458	2,4,5,6,7	
3hocoa	(S)-3-Hydroxyoctanoyl-CoA	C29H46N7O18P3S	-4	Cytosol	C05266		45460	4,5,7	
3oocoa	3-Oxooctanoyl-CoA	C29H44N7O18P3S	-4	Cytosol	C05267		45463	4,5,7	
3hhcoa	(S)-3-Hydroxyhexanoyl-CoA	C27H42N7O18P3S	-4	Cytosol	C05268		45465	4,5,7	
3ohcoa	3-Oxohexanoyl-CoA	C27H40N7O18P3S	-4	Cytosol	C05269	5096-70-8	45468	4,5,7	
hxcoa	Hexanoyl-CoA (n-C6:0CoA)	C27H42N7O17P3S	-4	Cytosol	C05270		45470	4,5,7	
hx2coa	trans-Hex-2-enoyl-CoA	C27H40N7O17P3S	-4	Cytosol	C05271		45472	4,5,7	
hdd2coa	trans-Hexadec-2-enoyl-CoA	C37H60N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome	C05272		45474	2,4,5,6,7	
td2coa	trans-Tetradec-2-enoyl-CoA	C35H56N7O17P3S	-4	Cytosol, Peroxisome	C05273		45476	4,5,6,7	
dcacoa	Decanoyl-CoA (n-C10:0CoA)	C31H50N7O17P3S	-4	Cytosol, Peroxisome	C05274		45478	2,4,5,6,7	
dc2coa	trans-Dec-2-enoyl-CoA	C31H48N7O17P3S	-4	Cytosol, Peroxisome	C05275		45480	4,5,6,7	
oc2coa	trans-Oct-2-enoyl-CoA	C29H44N7O17P3S	-4	Cytosol	C05276		45482	4,5,7	
hcys-L	L-Homocysteine	C4H9NO2S	0	Cytosol, Peroxisome	C00155	6027-13-0	45588	1,10,2,3,4,5,6,7,9	
peamn	Phenethylamine	C8H12N	1	Cytosol, Extra-organism, Periplasm	C05332	64-04-0	45591	1,10,2,5	
selmeth	Selenomethionine	C5H11NO2Se	0	Cytosol	C05335	64-04-0	45598	2,4	
dcholcoa	chenodeoxycholoyl coenzyme a	C45H70N7O19P3S	-4	Peroxisome	C05337	64-04-0	45602	2	
hphaccoa	4-Hydroxyphenylacetyl-CoA	C29H38N7O18P3S	-4	Cytosol	C05338	64-04-0	45604	9	
5HPET	5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate	C20H31O4	-1	Cytosol	C05356	7365-44-8	45650	2	
omaketo	4-oxalomesaconate (keto form)	C7H3O7	-3	Cytosol	C05364	302-01-2	45664	4	
mndn	menadione	C11H8O2	0	Cytosol	C05377	58-27-5	45688	10	
glcur1p	D-Glucuronate 1-phosphate	C6H8O10P	-3	Cytosol, Extra-organism, Periplasm	C05385		45711	2,5	
gdpofuc	GDP-4-oxo-L-fucose	C16H21N5O15P2	-2	Cytosol			45716	1,5,9	
melib	Melibiose	C12H22O11	0	Cytosol, Extra-organism, Periplasm	C05402	585-99-9	45736	1,5,6,7	
23doguln	2,3-Dioxo-L-gulonate	C6H7O7	-1	Cytosol	C05409		45750	1,2,5	
xylnt	L-Xylonate	C5H9O6	-1	Cytosol	C05411	583-08-4	45754	2	
lyxnt	L-lyxonate	C5H9O6	-1	Cytosol	C05412	583-08-4	45756	2	
zymst	zymosterol	C27H44O	0	Cytosol, Endoplasmic Reticulum, Extra-organism	C05437	7488-99-5	45806	2,6	
chlstol	Cholesta-7,24-dien-3beta-ol	C27H44O	0	Endoplasmic Reticulum	C05439	7488-99-5	45811	2	
ergtetrol	Ergosta-5,7,22,24,(28)-tetraen-3beta-ol	C28H42O	0	Cytosol, Endoplasmic Reticulum	C05440	7488-99-5	45813	6	
xol7ah3	3alpha,7alpha,26-Trihydroxy-5beta-cholestane	C27H48O3	0	Mitochondria	C05444	67-97-0	45823	2	
xol7ah2al	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	C27H46O3	0	Mitochondria	C05445	67-97-0	45826	2	
dhocholoylcoa	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane	C48H74N7O20P3S	-4	Peroxisome	C05446		45828	2	
dhcholoylcoa	3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA	C48H74N7O19P3S	-4	Endoplasmic Reticulum, Peroxisome	C05447	67-97-0	45830	2	
thcholoylcoa	3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	C48H76N7O20P3S	-4	Peroxisome	C05448	67-97-0	45832	2	
xoltetrol	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane	C27H48O4	0	Mitochondria	C05449	67-97-0	45834	2	
xol7ah	7alpha-Hydroxy-5beta-cholestan-3-one	C27H46O2	0	Cytosol	C05451	67-97-0	45839	2	
xol7ah2	3alpha,7alpha-Dihydroxy-5beta-cholestane	C27H48O2	0	Cytosol, Endoplasmic Reticulum, Mitochondria	C05452	67-97-0	45841	2	
xoldioloneh	7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one	C27H46O3	0	Cytosol	C05453	67-97-0	45844	2	
xoltriol	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane	C27H48O3	0	Cytosol, Endoplasmic Reticulum, Mitochondria	C05454	67-97-0	45846	2	
xol7aone	7alpha-Hydroxycholest-4-en-3-one	C27H44O2	0	Cytosol, Endoplasmic Reticulum	C05455	67-97-0	45848	2	
xoldiolone	7alpha,12alpha-Dihydroxycholest-4-en-3-one	C27H44O3	0	Cytosol, Endoplasmic Reticulum, Mitochondria	C05457	67-97-0	45850	2	
cholcoads	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA	C48H74N7O20P3S	-4	Peroxisome	C05460	67-97-0	45854	2	
dgcholcoa	Chenodeoxyglycocholoyl-CoA	C45H70N7O19P3S	-4	Peroxisome	C05461	67-97-0	45856	2	
dgchol	Chenodeoxyglycocholate	C26H43NO5	0	Cytosol, Extra-organism, Peroxisome	C05462	67-97-0	45858	2	
tdchola	taurochenodeoxycholate	C26H45NO6S	0	Cytosol, Extra-organism, Peroxisome	C05465	67-97-0	45864	2	
gdchola	glycochenodeoxycholate	C26H43NO5	0	Cytosol, Extra-organism, Peroxisome	C05466	67-97-0	45866	2	
cholcoaone	3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA	C48H74N7O21P3S	-4	Peroxisome	C05467	67-97-0	45868	2	
11docrtsl	11-Deoxycortisol	C21H30O4	0	Cytosol, Endoplasmic Reticulum, Mitochondria	C05488	152-58-9	45914	2	
estriolglc	16-Glucuronide-estriol	C24H32O9	0	Cytosol, Endoplasmic Reticulum, Extra-organism	C05504	22348-64-7	45936	2	
din	Deoxyinosine	C10H12N4O4	0	Cytosol, Extra-organism, Periplasm	C05512	890-38-0	45942	1,10,2,3,4,5,6	
athr-L	L-Allo-threonine	C4H9NO3	0	Cytosol	C05519	28954-12-3	45952	4,5	
3snpyr	3-Sulfinopyruvate	C3H2O5S	-2	Cytosol, Mitochondria	C05527	28954-12-3	45969	2	
nal2a6o	N-Acetyl-L-2-amino-6-oxopimelate	C9H11NO6	-2	Cytosol	C05539	52500-60-4	45991	7	
Ndmelys	Protein N6,N6-dimethyl-L-lysine	C2H7X	2	Nucleus	C05545	52500-60-4	45999	2	
Ntmelys	Protein N6,N6,N6-trimethyl-L-lysine	C3H10X	3	Endoplasmic Reticulum, Nucleus	C05546	52500-60-4	46001	2	
biocyt	Biocytin	C16H28N4O4S	0	Cytosol, Extra-organism, Mitochondria, Nucleus	C05552		46012	2	
arbtn-fe3	Aerobactin	C22H33FeN4O13	0	Cytosol, Extra-organism, Periplasm	C05554	61-33-6	46016	5	
34dhoxpeg	3,4-Dihydroxyphenylethyleneglycol	C8H10O4	0	Cytosol, Extra-organism	C05576	61-33-6	46054	2	
34dhmald	3,4-Dihydroxymandelaldehyde	C8H8O4	0	Cytosol	C05577	61-33-6	46056	2	
34dhoxmand	3,4-Dihydroxymandelate	C8H7O5	-1	Cytosol	C05580	61-33-6	46062	2	
3mox4hpac	3-Methoxy-4-hydroxyphenylacetaldehyde	C9H10O3	0	Cytosol	C05581	61-33-6	46064	2	
homoval	Homovanillate	C9H9O4	-1	Cytosol	C05582	306-08-1	46066	2	
3m4hpga	3-Methoxy-4-hydroxyphenylglycolaldehyde	C9H10O4	0	Cytosol	C05583	306-08-1	46069	2	
3mox4hoxm	3-Methoxy-4-hydroxymandelate	C9H9O5	-1	Cytosol	C05584	306-08-1	46071	2	
3moxtyr	3-Methoxytyramine	C9H14NO2	1	Cytosol	C05587	306-08-1	46076	2	
mepi	Metanephrine	C10H16NO3	1	Cytosol, Extra-organism	C05588	306-08-1	46078	2	
normete-L	L-Normetanephrine	C9H14NO3	1	Cytosol	C05589	306-08-1	46080	2	
2c23dh56dhoxin	2-Carboxy-2,3-dihydro-5,6-dihydroxyindole	C9H8NO4	-1	Cytosol	C05604	102-29-4	46110	2	
melanin	Melanin	C9H6NO4	-1	Cytosol	C05606	8049-97-6	46115	2	
pppn	Phenylpropanoate	C9H9O2	-1	Cytosol, Extra-organism, Periplasm	C05629	2628-17-3	46159	1,5	
5hoxindact	5-Hydroxyindoleacetaldehyde	C10H9NO2	0	Cytosol, Mitochondria	C05634	552-58-9	46165	2	
5hoxindoa	5-Hydroxyindoleacetate	C10H8NO3	-1	Cytosol, Mitochondria	C05635	552-58-9	46167	2	
3hxkynam	3-Hydroxykynurenamine	C9H13N2O2	1	Cytosol	C05636	552-58-9	46169	2	
48dhoxquin	4,8-Dihydroxyquinoline	C9H7NO2	0	Cytosol	C05637	552-58-9	46171	2	
5hxkynam	5-Hydroxykynurenamine	C9H13N2O2	1	Cytosol	C05638	552-58-9	46174	2	
46dhoxquin	4,6-Dihydroxyquinoline	C9H7NO2	0	Cytosol	C05639	552-58-9	46176	2	
fna5moxam	Formyl-N-acetyl-5-methoxykynurenamine	C13H16N2O4	0	Cytosol	C05642	552-58-9	46183	2	
6hoxmelatn	6-Hydroxymelatonin	C13H16N2O3	0	Cytosol	C05643	2208-41-5	46185	2	
42A3HP24DB	4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate	C10H8NO5	-1	Cytosol	C05645	2208-41-5	46189	2	
f5hoxkyn	Formyl-5-hydroxykynurenamine	C10H13N2O3	1	Cytosol	C05647	2208-41-5	46193	2	
5hoxnfkyn	5-Hydroxy-N-formylkynurenine	C11H12N2O5	0	Cytosol	C05648	2208-41-5	46195	2	
5hxkyn	5-Hydroxykynurenine	C10H12N2O4	0	Cytosol	C05651	2208-41-5	46201	2	
nformanth	N-Formylanthranilate	C8H6NO3	-1	Cytosol	C05653	3342-77-6	46205	2	
5moxact	5-Methoxyindoleacetate	C11H10NO3	-1	Cytosol	C05660	608-07-1	46224	2	
bamppald	beta-Aminopropion aldehyde	C3H8NO	1	Cytosol, Mitochondria	C05665	608-07-1	46232	2	
3hpcoa	3-Hydroxypropionyl-CoA	C24H36N7O18P3S	-4	Cytosol, Mitochondria, Peroxisome	C05668	608-07-1	46236	2	
2a3pp	2-Amino-3-phosphonopropanoate	C3H6NO5P	-2	Cytosol	C05672	151-18-8	46249	7	
cmp2amep	CMP-2-aminoethylphosphonate	C11H19N4O10P2	-1	Cytosol	C05673	151-18-8	46252	2	
cmpntm2amep	CMP-N-trimethyl-2-aminoethylphosphonate	C14H25N4O10P2	-1	Cytosol	C05674	151-18-8	46255	2	
adsel	Adenylylselenate	C10H12N5O10PSe	-2	Cytosol	C05686	4408-78-0	46285	2	
selcys	Selenocysteine	C3H7NO2Se	0	Cytosol	C05688	4408-78-0	46290	10,2	
seasmet	Se-Adenosylselenomethionine	C15H23N6O5Se	1	Cytosol, Nucleus	C05691	4408-78-0	46296	2,4	
seahcys	Se-Adenosylselenohomocysteine	C14H20N6O5Se	0	Cytosol, Nucleus	C05692	4408-78-0	46298	2	
3padsel	3'-Phosphoadenylylselenate	C10H11N5O13P2Se	-4	Cytosol	C05696	4408-78-0	46306	2	
sel	Selenate	O4Se	-2	Cytosol, Extra-organism	C05697	7783-08-6	46309	2	
selhcys	Selenohomocysteine	C4H9NO2Se	0	Cytosol	C05698	7783-08-6	46312	2	
selcyst	Selenocystathionine	C7H14N2O4Se	0	Cytosol	C05699	7783-08-6	46314	2	
gtspmd	Glutathionylspermidine	C17H36N6O5S	2	Cytosol	C05730	7783-08-6	46368	1,5	
butACP	Butyryl-ACP (n-C4:0ACP)	C15H27N2O8PRS	-1	Cytosol	C05745	7783-08-6	46390	4,5	
3ohexACP	3-Oxohexanoyl-[acyl-carrier protein]	C17H29N2O9PRS	-1	Cytosol	C05746	7783-08-6	46393	4,5	
3hhexACP	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]	C17H31N2O9PRS	-1	Cytosol	C05747	7783-08-6	46396	4,5	
thex2eACP	trans-Hex-2-enoyl-[acyl-carrier protein]	C17H29N2O8PRS	-1	Cytosol	C05748	7783-08-6	46401	4,5	
hexACP	Hexanoyl-ACP (n-C6:0ACP)	C17H31N2O8PRS	-1	Cytosol	C05749	7783-08-6	46404	4,5	
3ooctACP	3-Oxooctanoyl-[acyl-carrier protein]	C19H33N2O9PRS	-1	Cytosol	C05750	7783-08-6	46407	4,5	
toct2eACP	trans-Oct-2-enoyl-[acyl-carrier protein]	C19H33N2O8PRS	-1	Cytosol	C05751	7783-08-6	46410	4,5	
3odecACP	3-Oxodecanoyl-[acyl-carrier protein]	C21H37N2O9PRS	-1	Cytosol	C05753	7783-08-6	46416	4,5	
tdec2eACP	trans-Dec-2-enoyl-[acyl-carrier protein]	C21H37N2O8PRS	-1	Cytosol	C05754	7783-08-6	46419	4,5	
3oddecACP	3-Oxododecanoyl-[acyl-carrier protein]	C23H41N2O9PRS	-1	Cytosol	C05756	7783-08-6	46425	4,5	
3hddecACP	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]	C23H43N2O9PRS	-1	Cytosol	C05757	7783-08-6	46428	4,5	
tddec2eACP	trans-Dodec-2-enoyl-[acyl-carrier protein]	C23H41N2O8PRS	-1	Cytosol	C05758	7783-08-6	46433	4,5	
3omrsACP	3-Oxotetradecanoyl-[acyl-carrier protein]	C25H45N2O9PRS	-1	Cytosol	C05759	7783-08-6	46436	4,5	
tmrs2eACP	trans-Tetradec-2-enoyl-[acyl-carrier protein]	C25H45N2O8PRS	-1	Cytosol	C05760	7783-08-6	46439	4,5	
3opalmACP	3-Oxohexadecanoyl-[acyl-carrier protein]	C27H49N2O9PRS	-1	Cytosol	C05762	7783-08-6	46445	4,5	
tpalm2eACP	trans-Hexadec-2-enoyl-[acyl-carrier protein]	C27H49N2O8PRS	-1	Cytosol	C05763	7783-08-6	46448	4,5	
uppg1	Uroporphyrinogen I	C40H36N4O16	-8	Cytosol	C05766		46456	10,3,4,7	
cpppg1	Coproporphyrinogen I	C36H40N4O8	-4	Cytosol	C05768		46460	10,3,4,7	
cbi	Cobinamide	C48H72CoN11O8	0	Cytosol, Extra-organism, Periplasm	C05774	1867-62-5	46472	1,10,5,9	
rdmbzi	N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole	C14H18N2O4	0	Cytosol	C05775		46474	1,10,4,5	
f430	coenzyme F430	C42H46N6NiO13	-4	Cytosol	C05777	1867-62-5	46480	9	
scl	sirohydrochlorin	C42H39N4O16	-7	Cytosol	C05778		46482	1,10,4,5,7,9	
bildglcur	Bilirubin beta-diglucuronide	C45H50N4O18	-2	Cytosol, Endoplasmic Reticulum, Extra-organism	C05787	SE: COX	46500	2	
3ophb	3-Octaprenyl-4-hydroxybenzoate	C47H69O3	-1	Cytosol	C05809		46544	1,3,5	
2oph	2-Octaprenylphenol	C46H70O	0	Cytosol	C05810		46546	1,3,5	
2ohph	2-Octaprenyl-6-hydroxyphenol	C46H70O2	0	Cytosol	C05811		46548	1,5	
2omph	2-Octaprenyl-6-methoxyphenol	C47H72O2	0	Cytosol	C05812		46550	1,5	
2ombz	2-Octaprenyl-6-methoxy-1,4-benzoquinone	C47H70O3	0	Cytosol	C05813		46552	7	
2ommb	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	C48H72O3	0	Cytosol	C05814		46554	7	
ssaltpp	Succinate semialdehyde-thiamin diphosphate anion	C16H21N4O10P2S	-3	Cytosol	C05816		46558	1,10,3,5,7	
2shchc	2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate	C11H10O6	-2	Cytosol	C05817		46560	1,10,3,5,7	
2dmmq8	2-Demethylmenaquinone 8	C50H70O2	0	Cytosol	C05818		46562	1,10,5,7	
mql8	Menaquinol 8	C51H74O2	0	Cytosol	C05819		46564	1,10,5,7	
mercplac	3-Mercaptolactate	C3H5O3S	-1	Cytosol	C05823	63-37-6	46576	2	
