abbreviation	name	synonyms	equation	subsystem	compartment	ecnumber	reversible	translocation	internal_id	confidence_score	notes	
FEOXAMR1	ferroxamine reductase		[c] : fadh2 + (2) feoxam --> fad + (2) fe2 + (2) feoxam-un + (2) h	Inorganic Ion Transport and Metabolism	Cytosol		Irreversible	N	2262783	4	reaction can involve any flavin (FAD, FMN, Ribflv).  indirectly (?) catalyzed by Fre.  FAD may be prefered////ferroxamine is a siderophore - an iron-uptake molecule secreted by other micro-organisms.  Not produced by K-12, just ingest it and remove the Fe before re-secreting the siderophore to collect more Fe from the environment.////MKA	
NAMNPP	nicotinic acid mononucleotide pyrophosphorylase	NAMN pyrophosphorylase	[c] : atp + h2o + nac + prpp --> adp + nicrnt + pi + ppi	Cofactor and Prosthetic Group Biosynthesis	Cytosol	2.4.2.11	Irreversible	N	1447154	3	reports of it being in the periplasm, '2005 annotation snapshot' states cytoplasmic////PMID: 2211655//Nicotinic acid phosphoribosyltransferase has been reported to be localized in the periplasm of E. coli (59), and we have accumulated a substantial amount of unpublished data with nicotinic acid mononucleotide- and NAD-overproducing E. coli mutants which also suggest a periplasmic or cytoplasmic membrane localization of nicotinic acid phosphoribosyltransferase. If the enzyme is in fact located in the periplasm, it is apparently not processed as it is transferred across the cytoplasmic membrane.////The enzyme also uses ATP, which may not be in periplasm//AMF	
CUt3	copper transport out via proton antiport		cu[c] + h[e] --> cu[e] + h[c]	Transport, Outer Membrane	Cytosol, Extra-organism		Irreversible	Y	2390789	3	Ag and Cu are transported across both membranes//see diagram in PMID: 12829274////PMID: 12813074//gives specificity of substrates and necessity for all three genes in the complex//AMF	
TALA	transaldolase		[c] : g3p + s7p <==> e4p + f6p	Pentose Phosphate Pathway	Cytosol	2.2.1.2	Reversible	N	134966	0		
ETHAAL	Ethanolamine ammonia-lyase	ethanolamine deaminase	[c] : etha --> acald + nh4	Cell Envelope Biosynthesis	Cytosol	4.3.1.7	Irreversible	N	1484694	3		
HEXt2rpp	hexanoate transport via proton symport, reversible (periplasm)		h[p] + hxa[p] <==> h[c] + hxa[c]	Transport, Inner Membrane	Cytosol, Periplasm		Reversible	Y	2708338	2	JLR-based on Saier's database//see PMID: 3025185 for realated SCFA metabolism//AMF	
DDPGALA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	(KDPGal)aldolase, 2-keto-3-deoxy-6-phosphogalactonic acid aldolase, 2-keto-3-deoxy-6-phosphogalactonic aldolase, 6-phospho-2-keto-3-deoxygalactonate aldolase, phospho-2-keto-3-deoxygalactonate aldolase, phospho-2-keto-3-deoxygalactonic aldolase	[c] : 2dh3dgal6p <==> g3p + pyr	Alternate Carbon Metabolism	Cytosol	4.1.2.21	Reversible	N	1483942	0		
THD2pp	NAD(P) transhydrogenase (periplasm)	pyridine nucleotide transhydrogenase	(2) h[p] + nadh[c] + nadp[c] --> (2) h[c] + nad[c] + nadph[c]	Oxidative Phosphorylation	Cytosol, Periplasm	1.6.1.1	Irreversible	Y	1914583	0		
FLVRx	flavin reductase (NAD)	FLVR(NADH)	[c] : h + nadh + ribflv --> nad + rbflvrd	Cofactor and Prosthetic Group Biosynthesis	Cytosol	1.5.1.30	Irreversible	N	1822378	4	Fre will catalyze 5 flavin reducing reactions//see, PMID:8436124 and PMID: 12177066//Fre will not perform FADRx2 only FADRs, see fontecave et al. and man louie et al.//PMID: 3305505 talks about the action of Fre as a ferric iron reductase//AMF////CysIJ will catalyze the NADPH dependent flavin reactions, see PMID: 7657631////SsuE See PMID: 10480865, ssue will act of FAD and riboflavin, but since ssud only uses fmnh2, only the fmnh2 generating reactions were added	
3NTD4pp	3'-nucleotidase (CMP) (periplasm)		[p] : 3cmp + h2o --> cytd + pi	Nucleotide Salvage Pathway	Periplasm		Irreversible	N	2326027	4	PMID: 3005231//cpdB is a periplasmic enzyme that has two distinct bifunctional sites for the 23 cyclic phophatidase and the nucleotidase////these substrates were not give specifically in the paper, but were on KEGG as such and can all be sources of pi according to biolog data.////there could be more substrates//AMF	
CYStpp	L-cysteine export via facilitated transport		cys-L[c] --> cys-L[p]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	2390278	3	YfiK characterized in PMID: 12562784 ////EamA characterized in PMID: 10844694//EamA substrate specificity and the energization of the efflux pump is unknown.//AMF	
3NTD2pp	3'-nucleotidase (UMP) (periplasm)		[p] : 3ump + h2o --> pi + uri	Nucleotide Salvage Pathway	Periplasm		Irreversible	N	2326037	4	PMID: 3005231//cpdB is a periplasmic enzyme that has two distinct bifunctional sites for the 23 cyclic phophatidase and the nucleotidase////these substrates were not give specifically in the paper, but were on KEGG as such and can all be sources of pi according to biolog data.////there could be more substrates//AMF	
CD2tex	cadmium (Cd+2) transport via diffusion (extracellular to periplasm)		cd2[e] <==> cd2[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	2386782		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
ACGAMK	N-acetylglucosamine kinase		[c] : acgam + atp --> acgam6p + adp + h	Murein Recycling	Cytosol	2.7.1.59	Irreversible	N	2169953	4	AMF//PMID: 15489439	
G6PP	glucose-6-phosphate phosphatase		[c] : g6p + h2o --> glc-D + pi	Glycolysis/Gluconeogenesis	Cytosol	3.1.3.9	Irreversible	N	2372491	4	enzyme acts on a number of other sugar phosphates, these reactions were shown to be substrates and were in the model////(glyc3p was not tested, but high activity was shown ot glyc1p and glyc2p, so the reaction G3PT was assigned to this gene)////sbt-d (sorbitol)- not in network yet, but could be a signalling molecule (not sure of the source for this statement).  The reactions acting on sbt6p was not added to the model since the product, sorbitol would be a dead end.//PMID: 15657928//AMF	
HSK	homoserine kinase		[c] : atp + hom-L --> adp + h + phom	Threonine and Lysine Metabolism	Cytosol	2.7.1.39	Irreversible	N	141342	0		
ME1	malic enzyme (NAD)	'malic' enzyme;, NAD-linked malic enzyme, NAD-malic enzyme;, NAD-specific malic enzyme;, malate dehydrogenase (oxaloacetate-decarboxylating);, pyruvic-malic carboxylase;	[c] : mal-L + nad --> co2 + nadh + pyr	Anaplerotic Reactions	Cytosol	1.1.1.38	Irreversible	N	135791	0		
AMPtex	AMP transport via diffusion (extracellular to periplasm)		amp[e] <==> amp[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	1915083		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
PSSA181	Phosphatidylserine syntase (n-C18:1)	(CDPdiglyceride):L-serine O-phosphatidyltransferase;, CDP-diacylglycerol-L-serine O-phosphatidyltransferase;, CDP-diacylglycerol-serine O-phosphatidyltransferase;, CDP-diglyceride-L-serine phosphatidyltransferase;, CDP-diglyceride:serine phosphatidyltransferase;, CDPdiglyceride-serine O-phosphatidyltransferase;, O-phosphatidyltransferase, PS synthase;, cytidine 5'-diphospho-1,2-diacyl-sn-glycerol, cytidine 5'-diphospho-1,2-diacyl-sn-glycerol:L-serine, cytidine diphosphoglyceride-serine O-phosphatidyltransferase;, phosphatidylserine synthase;, phosphatidylserine synthetase;	[c] : cdpdodec11eg + ser-L --> cmp + h + ps181	Glycerophospholipid Metabolism	Cytosol	2.7.8.8	Irreversible	N	2618058	4	reactions are set up to act on FA with two identical -acyl chain lengths//AMF	
GLYC2Ptex	Glycerol-2-phosphate transport via diffusion (extracellular to periplasm)		glyc2p[e] <==> glyc2p[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	2388329		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
GSNK	guanosine kinase		[c] : atp + gsn --> adp + gmp + h	Nucleotide Salvage Pathway	Cytosol		Irreversible	N	1441555	0		
METSOX2abcpp	L-methionine R-oxide transport via ABC system (periplasm)		atp[c] + h2o[c] + metsox-R-L[p] --> adp[c] + h[c] + metsox-R-L[c] + pi[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	2306311	1	MKA -////transport assumed due to growth on metsox-R-L, but mechanism (abc) unknown - guessed to be same as for met-L  (but not confident enough to link to enzyme)////AMF	
ADOCBLtonex	Adenosylcobalimin transport via ton system (extermal)		adocbl[e] + h[p] --> adocbl[p] + h[c]	Transport, Outer Membrane	Cytosol, Extra-organism, Periplasm		Irreversible	Y	1915742	3	PMID: 8405078 and PMID: 10209752  gives information about energy dependent transport across the outer membrane associated with the Ton complex.  Actual number of protons translocated is unknown, assumed to be 1 across the inner membrane.////PMID: 7654405 - TonB related activities are impied but not entirely abolished by mutations in exbBD - which are included in GPR////B12 transport has been shown to be calcium dependent, but not represented in this reaction	
3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	3-ketoacyl-acyl carrier protein synthase;, 3-oxoacyl-[acyl-carrier-protein] synthase;, acyl-malonyl(acyl-carrier-protein)-condensing enzyme;, beta-ketoacyl acyl carrier protein synthase, beta-ketoacyl synthetase;, beta-ketoacyl-ACP synthetase;, beta-ketoacyl-[acyl carrier protein] synthase;, beta-ketoacyl-acyl carrier protein synthetase;, beta-ketoacylsynthase;, condensing enzyme;, fatty acid condensing enzyme;	[c] : h + malACP + tdeACP --> 3ocpalm9eACP + ACP + co2	Cell Envelope Biosynthesis	Cytosol	2.3.1.41	Irreversible	N	2617296	4	FabB acts on both unsaturated and saturated, short and long FA, but will not act on pamitoleoyl-ACP//FabF acts on saturated, short and long FA - does not synthesize short unsaturated FA and is needed to generate cis-vaccenate from palitoleoyl-ACP (3OAS181)//FabH does not elongate FA//see NH pg 615//AMF	
M1PD	mannitol-1-phosphate 5-dehydrogenase		[c] : mnl1p + nad <==> f6p + h + nadh	Alternate Carbon Metabolism	Cytosol	1.1.1.17	Reversible	N	137470	0	JLR - mannitol 6P is equal to mannitol 1P.	
2DGULRx	2-dehydro-L-gulonate reductase (NADH)		[c] : 2dhguln + h + nadh --> idon-L + nad	Alternate Carbon Metabolism	Cytosol		Irreversible	N	1483230	3	JLR- Ref says that nadph is preferred	
UM3PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	UDP-N-acetylmuramate:tripeptide ligase	[c] : LalaDgluMdap + atp + uamr --> adp + h + pi + ugmd	Murein Recycling	Cytosol		Irreversible	N	3242539	4	added action on both tri- and tetra- peptide//PMID: 8808921//ATP was added as a substrate of the reaction (identified through a thermodynamic analysis), PMID: 8808921 states ATP was added to the mixture when testing for this ligase activity supporting this finding.//AMF	
UPP3S	uroporphyrinogen-III synthase		[c] : hmbil --> h2o + uppg3	Cofactor and Prosthetic Group Biosynthesis	Cytosol	4.2.1.75	Irreversible	N	213803	0		
THMtex	Thiamine transport via diffusion (extracellular to periplasm)		thm[e] <==> thm[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	1916107		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
DAAD	D-Amino acid dehydrogenase		[c] : ala-D + fad + h2o --> fadh2 + nh4 + pyr	Alanine and Aspartate Metabolism	Cytosol	1.4.99.1	Irreversible	N	1436304	0		
HXAtex	Hexanoate transport via diffusion (extracellular to periplasm)		hxa[e] <==> hxa[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	1915939		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
ASP1DC	aspartate 1-decarboxylase		[c] : asp-L + h --> ala-B + co2	Cofactor and Prosthetic Group Biosynthesis	Cytosol	4.1.1.11	Irreversible	N	214432	0		
NH4tex	ammonia transport via diffusion (extracellular to periplasm)		nh4[e] <==> nh4[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	1916022	4	molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
NADH16pp	NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)		(4) h[c] + nadh[c] + q8[c] --> (3) h[p] + nad[c] + q8h2[c]	Oxidative Phosphorylation	Cytosol, Periplasm	1.6.5.3	Irreversible	Y	3139110	3	Assumed, transport of 1.5H+/e- for all quinones.////PMID: 7796904 supports 2H+/e-//PMID: 15625321 suggsts greater than 1.5H+/e-////respiration chapter 17, Neidhardt discusses enzyme and multiple refernces////PMID: 9063459 states: 'There are no indications that proton-pumping enzymes such as NADH dehydrogenase I are able to vary the H'/e- ratios according to energetic requirements. But there are alternative explanations that would allow operation of NADH dehydrogenase 1 with H+/e = 2, even with MK.'////AMF	
TRPS3	tryptophan synthase (indoleglycerol phosphate)		[c] : 3ig3p --> g3p + indole	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	4.2.1.20	Irreversible	N	1488169	4		
GRTT	geranyltranstransferase		[c] : grdp + ipdp --> frdp + ppi	Cofactor and Prosthetic Group Biosynthesis	Cytosol	2.5.1.10	Irreversible	N	199314	0		
TDECOAI	tetradecenoyl-coa cis-trans isomerization		[c] : tdecoa --> td2coa	Membrane Lipid Metabolism	Cytosol	5.3.3.8	Irreversible	N	2708250	4	Evidence in PMID: 12535077//From Ecocyc: A reaction in beta-oxidation of fatty acids, required to feed unsaturated fatty acids into the main pathway.  Not sure of reaction reversibility.//AMF//FadJ might also carry out this reaction.  No evidence found for it yet though.//JLR//	
OMMBLHX3	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)		[c] : 2ommbl + (2) atp + (3) h2o + nad --> 2omhmbl + (2) adp + (3) h + nadh + (2) pi	Cofactor and Prosthetic Group Biosynthesis	Cytosol		Irreversible	N	3243153	2	PMID: 365223 states anaerobic biosynthesis of ubiquinone 8, (see also NH chapter 39).//Reaction mechanisms and cofactors are unknown anaerobically.//AMF	
PPCDC	phosphopantothenoylcysteine decarboxylase		[c] : 4ppcys + h --> co2 + pan4p	Cofactor and Prosthetic Group Biosynthesis	Cytosol	4.1.1.36	Irreversible	N	200728	4	PMID: 11278255//characterizes one of the functions and cites the work for the other characterization in the abstract//AMF	
ALATA_L2	alanine transaminase		[c] : ala-L + pydx5p --> pyam5p + pyr	Cofactor and Prosthetic Group Biosynthesis	Cytosol		Irreversible	N	1453250	4	ltaA is the same as ltaE.////PMID: 11737206 , Characterizes both ltaE and glyA gene products and has kinetic data on each.  States both have L-threonine and L-allo-threonine cleavage activity, but ltaE gene is far greater for allo- form.  Both also show weak D- and L-alanine activity.  Threonine and alanine reactions added as irreversible.  If reversible, improbable loop is gnereated with YdfG and kbl gene products.  Note, glyA reactions acting on serine was stated as reversbile in this work, but the lyase activity seems irreversible from reasoning above. //	
TYRPpp	phospho-L-tyrosine phosphatase (periplasmic)		[p] : h2o + tyrp --> pi + tyr-L	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Periplasm		Irreversible	N	2388260	4	from PMID: 9011040//AMF//very general phosphatase	
ULA4Ntppi	transport (cytoplasm to periplasm)		uLa4n[c] --> uLa4n[p]	Lipopolysaccharide Biosynthesis / Recycling	Cytosol, Periplasm		Irreversible	Y	2374730	2	latest article with an update for all these reactions is given in figure and text of PMID: 15695810////The UPLA4FNF reaction is said to be catalyzed by arnD gene, but hasn't been identified yet////transport for undeaprenyl chains is unknown//AMF	
CHLabcpp	choline transport via ABC system (periplasm)		atp[c] + chol[p] + h2o[c] --> adp[c] + chol[c] + h[c] + pi[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	1912114	0	JLR- EcoCyc lists that yehWXYZ form a putative ABC transporter 	
GSPMDA	Glutathionylspermidine amidase		[c] : gtspmd + h2o --> gthrd + spmd	Arginine and Proline Metabolism	Cytosol	3.5.1.78	Irreversible	N	1528499	4		
DMQMT	3-Dimethylubiquinonol 3-methyltransferase		[c] : 2omhmbl + amet --> ahcys + h + q8h2	Cofactor and Prosthetic Group Biosynthesis	Cytosol		Irreversible	N	1446580	0		
3OAR100	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	3-ketoacyl acyl carrier protein reductase;, 3-oxoacyl-[ACP]reductase, 3-oxoacyl-[acyl-carrier-protein] reductase;, NADPH-specific 3-oxoacyl-[acylcarrier protein]reductase;, beta-ketoacyl acyl carrier protein (ACP) reductase;, beta-ketoacyl reductase;, beta-ketoacyl thioester reductase;, beta-ketoacyl-ACP reductase;, beta-ketoacyl-[acyl-carrier protein](ACP) reductase;, beta-ketoacyl-acyl carrier protein reductase;	[c] : 3odecACP + h + nadph <==> 3hdecACP + nadp	Cell Envelope Biosynthesis	Cytosol	1.1.1.100	Reversible	N	2615931	4	not sure of reversibility//AMF	
ACGAtex	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)		acgam[e] <==> acgam[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	1916224		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
