Species, Gene
SNP, SPAP_0109 SPAP_0112 SPAP_0297 SPAP_0298 SPAP_0331 SPAP_0353 SPAP_0355 SPAP_0481 SPAP_0483 SPAP_0568 SPAP_0631 SPAP_0632 SPAP_0733 SPAP_0850 SPAP_1214 SPAP_1215 SPAP_1727 SPAP_1801 SPAP_1802 SPAP_1878 SPAP_2050 SPAP_2051 SPAP_2062 SPAP_2063 SPAP_2180 SPAP_2212 SPAP_2213
SAG, SAG0192 SAG0197 SAG0282 SAG0328(celC) SAG0329 SAG0361(manL) SAG0790 SAG1346 SAG1690 SAG1813 SAG1814 SAG1900 SAG1902 SAG1934 SAG1935 SAG1950 SAG1951 SAG1959
SAN, gbs0189 gbs0192 gbs0272 gbs0316 gbs0317 gbs0348 gbs0810 gbs1330 gbs1331 gbs1416 gbs1734 gbs1854 gbs1855 gbs1888 gbs1890 gbs1921 gbs1922 gbs1938 gbs1939 gbs1946
SAK, SAK_0257 SAK_0260 SAK_0354 SAK_0398 SAK_0399 SAK_0435 SAK_0524 SAK_0525 SAK_0528 SAK_0530 SAK_0915(bglF) SAK_1377 SAK_1702 SAK_1760 SAK_1761 SAK_1833 SAK_1834 SAK_1894 SAK_1895 SAK_1910 SAK_1911 SAK_1920
SMU, SMU.100 SMU.103 SMU.114 SMU.115 SMU.1183(mtlA2) SMU.1185(mtlA1) SMU.1491(lacE) SMU.1492(lacF) SMU.1598(celC) SMU.1600(celB) SMU.1841(scrA) SMU.1877(ptnA) SMU.1960c SMU.1961c SMU.2038(pttB) SMU.2047(ptsG) SMU.271(ptxB) SMU.272(ptxA) SMU.312 SMU.313 SMU.872 SMU.980(bglP)
SMC, SmuNN2025_0093 SmuNN2025_0096 SmuNN2025_0104 SmuNN2025_0195 SmuNN2025_0196 SmuNN2025_0265(ptnA) SmuNN2025_0296(scrA) SmuNN2025_0513(ptcB) SmuNN2025_0515(ptcA) SmuNN2025_0618(lacF) SmuNN2025_0619(lacE) SmuNN2025_0860(mtlA1) SmuNN2025_0862(mtlA2) SmuNN2025_1043(bglP) SmuNN2025_1144 SmuNN2025_1461 SmuNN2025_1638 SmuNN2025_1639 SmuNN2025_1693 SmuNN2025_1694 SmuNN2025_1785(pttB) SmuNN2025_1792(ptsG)
STC, str0190 str0191 str0192 str0333(manL) str0405 str0407 str0511 str0514 str1734(scrA) str1889
STL, stu0190 stu0191 stu0192 stu0333(manL) stu0401 stu0405 stu0406 stu0407 stu0511 stu0514 stu1734(scrA) stu1888 stu1889
STE, STER_0239 STER_0372 STER_1710
SSA, SSA_0054 SSA_0057 SSA_0219 SSA_0220 SSA_0268(ptcB) SSA_0269 SSA_0282 SSA_0283 SSA_0379 SSA_0456(scrA) SSA_1082(fruA) SSA_1146(ptcA) SSA_1147 SSA_1693(lacE) SSA_1694(lacF) SSA_1752 SSA_1809(ptsG) SSA_1918 SSA_2091(ptxA) SSA_2092(ptxB)
SSU, SSU05_0188 SSU05_0231 SSU05_0398 SSU05_0450 SSU05_0453 SSU05_0709 SSU05_0710 SSU05_0824 SSU05_1037 SSU05_1038 SSU05_1219 SSU05_1221 SSU05_1401 SSU05_1490 SSU05_1778 SSU05_1817 SSU05_1931 SSU05_2061 SSU05_2062 SSU05_2074 SSU05_2075
SSV, SSU98_0189 SSU98_0228 SSU98_0384 SSU98_0438 SSU98_0442 SSU98_0710 SSU98_0711 SSU98_0825 SSU98_1049 SSU98_1051 SSU98_1234 SSU98_1236 SSU98_1414 SSU98_1501 SSU98_1788 SSU98_1821 SSU98_1937 SSU98_2064 SSU98_2065 SSU98_2076 SSU98_2077
SSB, SSUBM407_0173 SSUBM407_0208 SSUBM407_0346 SSUBM407_0391 SSUBM407_0394 SSUBM407_0516(lacF2) SSUBM407_0517(lacE2) SSUBM407_0560 SSUBM407_0730 SSUBM407_0732(agaV) SSUBM407_0886(lacF1) SSUBM407_0887(lacE1) SSUBM407_1067(fruA) SSUBM407_1166 SSUBM407_1167 SSUBM407_1386 SSUBM407_1657(manL) SSUBM407_1691(scrA) SSUBM407_1795 SSUBM407_1916 SSUBM407_1917 SSUBM407_1927 SSUBM407_1928
SSI, SSU0179 SSU0217 SSU0357 SSU0403 SSU0406 SSU0664 SSU0665 SSU0768(fruA) SSU0892(lacE) SSU0893(lacF) SSU1057(agaV) SSU1059 SSU1229 SSU1309 SSU1583(manL) SSU1618(scrA) SSU1725 SSU1846 SSU1847 SSU1857 SSU1858
SSS, SSUSC84_0171 SSUSC84_0206 SSUSC84_0343 SSUSC84_0388 SSUSC84_0391 SSUSC84_0630 SSUSC84_0631 SSUSC84_0731(fruA) SSUSC84_0937(lacE) SSUSC84_0938(lacF) SSUSC84_1091(agaV) SSUSC84_1093 SSUSC84_1262 SSUSC84_1339 SSUSC84_1609(manL) SSUSC84_1643(scrA) SSUSC84_1747 SSUSC84_1868 SSUSC84_1869 SSUSC84_1879 SSUSC84_1880
SST, SSUST3_0191 SSUST3_0233 SSUST3_0394 SSUST3_0473 SSUST3_0476 SSUST3_0866 SSUST3_0867 SSUST3_0960(fruA) SSUST3_1068 SSUST3_1069(lacF1) SSUST3_1230(agaV) SSUST3_1232 SSUST3_1350 SSUST3_1619(manL) SSUST3_1675(lacF1) SSUST3_1677 SSUST3_1685 SSUST3_1905 SSUST3_1906 SSUST3_1916 SSUST3_1917
SGO, SGO_0044 SGO_0047 SGO_0281 SGO_0422 SGO_0505 SGO_1113(fruA) SGO_1513(lacE) SGO_1514(lacF) SGO_1521 SGO_1522 SGO_1578(celC) SGO_1580(celB) SGO_1644 SGO_1645 SGO_1653 SGO_1679 SGO_1790 SGO_1791 SGO_1857 SGO_1892 SGO_1893
SEQ, SZO_01100 SZO_01470 SZO_01480 SZO_01790 SZO_01800 SZO_01860 SZO_05270 SZO_05280 SZO_05960 SZO_06610 SZO_06630 SZO_06870 SZO_06880 SZO_07860 SZO_07870 SZO_08660 SZO_12090 SZO_12120 SZO_15230(lacE) SZO_15240(lacF) SZO_15580 SZO_16150 SZO_17150 SZO_18190 SZO_18200
SEZ, Sez_0127 Sez_0169(sgaB) Sez_0170(sgaC) Sez_0208(srlE) Sez_0209(srlB) Sez_0363(scrA) Sez_0423(manX) Sez_0459(lacF) Sez_0460(lacE) Sez_0742 Sez_0745 Sez_1104(fruA) Sez_1186 Sez_1187 Sez_1280(celA) Sez_1281 Sez_1304(agaA) Sez_1306(agaB) Sez_1375 Sez_1428(celA) Sez_1429 Sez_1783 Sez_1810(celB) Sez_1811(celA)
SEU, SEQ_0123 SEQ_0242 SEQ_0243 SEQ_0282 SEQ_0283 SEQ_0316 SEQ_0431 SEQ_0494 SEQ_0870 SEQ_0873 SEQ_1299 SEQ_1374 SEQ_1375 SEQ_1459 SEQ_1460 SEQ_1485 SEQ_1487 SEQ_1554 SEQ_1616 SEQ_1617 SEQ_2021 SEQ_2108 SEQ_2109
SUB, SUB0043 SUB0046 SUB0185 SUB0186 SUB0195 SUB0196 SUB0236 SUB0288 SUB0289 SUB0529(celB) SUB0531(celC) SUB0750(fruA) SUB0798(lacF2) SUB0799(lacE2) SUB0830 SUB0995(mtlF) SUB0997(mtlA) SUB1459 SUB1460 SUB1482(manL) SUB1700(srlB) SUB1701(srlE) SUB1725 SUB1726 SUB1760
SDS, SDEG_0172 SDEG_0173 SDEG_0222 SDEG_0255 SDEG_0256 SDEG_0305 SDEG_0307 SDEG_0583 SDEG_0646(agaV) SDEG_0648 SDEG_0680 SDEG_0683 SDEG_0813(fruA) SDEG_1214(ptsB) SDEG_1215 SDEG_1399(celC) SDEG_1401(celB) SDEG_1414 SDEG_1765 SDEG_1766 SDEG_1806(manL) SDEG_1871(scrA) SDEG_2011 SDEG_2012 SDEG_2069
SGA, GALLO_0117 GALLO_0118 GALLO_0149 GALLO_0153 GALLO_0154 GALLO_0181 GALLO_0182 GALLO_0187 GALLO_0188 GALLO_0350 GALLO_0395 GALLO_0397 GALLO_0404 GALLO_0918 GALLO_0919 GALLO_0959 GALLO_0993 GALLO_0995 GALLO_1047 GALLO_1048 GALLO_1211 GALLO_1213 GALLO_1221 GALLO_1317 GALLO_1588 GALLO_1608 GALLO_1850 GALLO_1892 GALLO_1979 GALLO_1980 GALLO_2119 GALLO_2120 GALLO_2125 GALLO_2126 GALLO_2175
SGG, SGGBAA2069_c01340(levA) SGGBAA2069_c01350 SGGBAA2069_c01660(ptsG) SGGBAA2069_c01700(celB) SGGBAA2069_c01710(celC) SGGBAA2069_c01990 SGGBAA2069_c02000 SGGBAA2069_c02050(lacF) SGGBAA2069_c02060(lacE) SGGBAA2069_c03390(manL) SGGBAA2069_c03860 SGGBAA2069_c03870(pts1) SGGBAA2069_c03960 SGGBAA2069_c09340(frwB) SGGBAA2069_c09680(mtlA) SGGBAA2069_c09700(mtlF) SGGBAA2069_c10240(lacF1) SGGBAA2069_c10250(lacE1) SGGBAA2069_c12010(celC2) SGGBAA2069_c12030(celB4) SGGBAA2069_c12120(bglP) SGGBAA2069_c13060(fruA1) SGGBAA2069_c16160(bglP1) SGGBAA2069_c16360 SGGBAA2069_c19310(mtlA1) SGGBAA2069_c19320(sgcB) SGGBAA2069_c21170(rmpB) SGGBAA2069_c21180(pts3) SGGBAA2069_c21230 SGGBAA2069_c21240(sgaB) SGGBAA2069_c21720(treB)
SMB, smi_0080(PTS-EIIB) smi_0083(PTS-EII) smi_0109 smi_0220 smi_0221 smi_0274(manL) smi_1022 smi_1023 smi_1037(lacF) smi_1038(lacE) smi_1357(fruA) smi_1404(ptsG)
SOR, SOR_0057 SOR_0060 SOR_0222(manL) SOR_1084(lacE) SOR_1085(lacF) SOR_1093(sgaB) SOR_1094 SOR_1309(fruA)
STK, STP_0221(manL) STP_0242 STP_0243 STP_0334 STP_0336 STP_0445 STP_0448 STP_0582(fruA) STP_0645 STP_0707 STP_0827(mtlF) STP_0829(mtlA) STP_1171 STP_1173 STP_1516 STP_1517 STP_1676 STP_1719(srlB) STP_1720(srlE) STP_1743 STP_1777
STB, SGPB_0111(levA) SGPB_0112(levB) SGPB_0143 SGPB_0168 SGPB_0169 SGPB_0174(lacF) SGPB_0175(lacE) SGPB_0251(sacP) SGPB_0303(manL) SGPB_0345 SGPB_0348 SGPB_0354(alsA1) SGPB_0713 SGPB_0716 SGPB_0826 SGPB_0908 SGPB_0909 SGPB_1064(celC.1) SGPB_1066(celA.1) SGPB_1075(bglF.1) SGPB_1220(fruAB) SGPB_1330(bglF.2) SGPB_1479(celA.2) SGPB_1480(celC.2) SGPB_1490(bglF.4) SGPB_1782(celC.3) SGPB_1786(celA.3) SGPB_1912(ulaB.1) SGPB_1913(ulaC.1) SGPB_1918(ulaC.2) SGPB_1919(ulaB.2) SGPB_1936
SCP, HMPREF0833_10342 HMPREF0833_10590(fruA) HMPREF0833_10688(lacE) HMPREF0833_10689(lacF) HMPREF0833_10696 HMPREF0833_10697 HMPREF0833_10981(treP) HMPREF0833_11518(manX) HMPREF0833_11521 HMPREF0833_11679 HMPREF0833_11680 HMPREF0833_11714(celA) HMPREF0833_11959(manX2)
SSR, SALIVB_0328(manX) SALIVB_0332 SALIVB_0402(fruA) SALIVB_1578(bglP) SALIVB_1737(lacF) SALIVB_1739(pts-EII) SALIVB_2022
LPL, lp_0185(pts1BCA) lp_0230(pts2CB) lp_0232(pts2A) lp_0264(pts4ABC) lp_0265(pts5ABC) lp_0575(pts9AB) lp_0586(pts10A) lp_0587(pts10B) lp_0884(pts11A) lp_0886(pts11BC) lp_0905(pts12BCA) lp_0934 lp_1398(pts15A) lp_1399(pts15B) lp_2097(pts16ABC) lp_2218(pts17A) lp_2531(pts18CBA) lp_2647(pts19A) lp_2650(pts19B) lp_2780(pts20A) lp_2781(pts20B) lp_2927(pts21A) lp_2969(pts22CBA) lp_3008(pts23A) lp_3009(pts23B) lp_3133(pts24BCA) lp_3137(pts25B) lp_3219(pts24BCA) lp_3229(pts27BCA) lp_3240(pts28ABC) lp_3513(pts30BCA) lp_3518(pts31BC) lp_3519(pts31A) lp_3520(pts32A) lp_3522(pts32BC) lp_3527(pts33BCA) lp_3541(pts34B) lp_3542 lp_3547(pts35B) lp_3548(pts35A) lp_3599(pts36A) lp_3600(pts36B) lp_3618(pts37A) lp_3619(pts37BC) lp_3620(pts37C) lp_3652(pts38A) lp_3653(pts38BC)
LPJ, JDM1_0175(pts1BCA) JDM1_0214(pts2CB) JDM1_0216(pts2A) JDM1_0236(pts4ABC) JDM1_0237(pts5ABC) JDM1_0523(pts9AB) JDM1_0528(pts10A) JDM1_0529(pts10B) JDM1_0575 JDM1_0576 JDM1_0735(pts11A) JDM1_0737(pts11BC) JDM1_0755(pts12BCA) JDM1_0778 JDM1_1170(pts15A) JDM1_1171(pts15B) JDM1_1754(pts16ABC) JDM1_1855(pts17A) JDM1_2038(pts18CBA) JDM1_2122(pts19A) JDM1_2125(pts19B) JDM1_2231(pts20A) JDM1_2232(pts20B) JDM1_2378(pts22CBA) JDM1_2408(pts23A) JDM1_2409(pts23B) JDM1_2577(pts24BCA) JDM1_2586(pts27BCA) JDM1_2595 JDM1_2596 JDM1_2600(pts28ABC) JDM1_2803(pts30BCA) JDM1_2807(pts31BC) JDM1_2808(pts31A) JDM1_2809(pts32A) JDM1_2811(pts32BC) JDM1_2816(pts33BCA) JDM1_2827(pts34B) JDM1_2828 JDM1_2833(pts35B) JDM1_2834(pts35A) JDM1_2880(pts36A) JDM1_2881(pts36B) JDM1_2885 JDM1_2889(pts18CBA) JDM1_2893(pts18CBA) JDM1_2920(pts38A) JDM1_2921(pts38BC)
LPS, LPST_C0152 LPST_C0187 LPST_C0189(pts2A) LPST_C0217 LPST_C0218 LPST_C0484 LPST_C0489 LPST_C0691 LPST_C0711 LPST_C0748 LPST_C1121 LPST_C1122 LPST_C1729 LPST_C1833 LPST_C1937 LPST_C1940 LPST_C2086 LPST_C2174 LPST_C2177 LPST_C2286 LPST_C2287 LPST_C2445 LPST_C2475 LPST_C2476 LPST_C2669 LPST_C2875 LPST_C2879 LPST_C2891 LPST_C2892 LPST_C2897 LPST_C2898 LPST_C2982 LPST_C2983
LJO, LJ0119 LJ0122 LJ0125 LJ0190 LJ0192 LJ0457 LJ0503 LJ0519 LJ0543 LJ0572 LJ0610 LJ0627 LJ0636 LJ0639 LJ0739 LJ0742 LJ0760 LJ0829 LJ1261 LJ1655 LJ1656 LJ1681 LJ1683 LJ1820
LJF, FI9785_1374 FI9785_1601 FI9785_1605(bglP) FI9785_1620 FI9785_1653(fruA) FI9785_1707(scrA) FI9785_1723(manL) FI9785_185 FI9785_188 FI9785_193 FI9785_267 FI9785_268 FI9785_566 FI9785_567 FI9785_571(lacF) FI9785_572(lacE) FI9785_581(scrA)
LAC, LBA0146 LBA0401(scrA) LBA0452(manL) LBA0606 LBA0609 LBA0655(pthA) LBA0725 LBA0876 LBA0877 LBA1012(treB) LBA1478 LBA1575 LBA1576 LBA1684 LBA1705 LBA1707 LBA1777(fruA)
LAI, LAC30SC_00675 LAC30SC_01990 LAC30SC_02335 LAC30SC_02400 LAC30SC_02405 LAC30SC_03045 LAC30SC_03060 LAC30SC_03280 LAC30SC_04390 LAC30SC_04395 LAC30SC_09110 LAC30SC_09640 LAC30SC_10595 LAC30SC_10600
LSA, LSA0060(nagE) LSA0353 LSA0449(manL) LSA0471 LSA0759 LSA0760 LSA1050(fruA) LSA1198 LSA1200 LSA1533 LSA1792(scrA)
LSL, LSL_0066(scrA) LSL_0086(manX) LSL_0165(fruA) LSL_0654(manX) LSL_1143 LSL_1512(treB) LSL_1619 LSL_1620(mtlA) LSL_1713 LSL_1716 LSL_1889 LSL_1890 LSL_1951 LSL_1952(manX)
LDB, Ldb0199 Ldb0589 Ldb1771 Ldb1801 Ldb1823 Ldb2040 Ldb2065
LBU, LBUL_0173 LBUL_0525 LBUL_1673 LBUL_1887
LDE, LDBND_0179 LDBND_0440(mtlA) LDBND_0441 LDBND_0532 LDBND_1130 LDBND_1641 LDBND_1642 LDBND_1645(lacE) LDBND_1647(lacF) LDBND_1661(scrA) LDBND_1687 LDBND_1701 LDBND_1704 LDBND_1811(treB) LDBND_1886 LDBND_1916
LCA, LSEI_0119 LSEI_0325 LSEI_0370 LSEI_0374 LSEI_0401 LSEI_0405 LSEI_0449 LSEI_0560 LSEI_0631 LSEI_0671 LSEI_0672 LSEI_0909 LSEI_1077 LSEI_1105 LSEI_1347 LSEI_1781 LSEI_1782 LSEI_2073 LSEI_2101 LSEI_2192 LSEI_2247 LSEI_2596 LSEI_2664 LSEI_2667 LSEI_2700 LSEI_2705 LSEI_2707 LSEI_2721 LSEI_2722 LSEI_2736 LSEI_2738 LSEI_2741 LSEI_2776 LSEI_2817 LSEI_2818 LSEI_2829 LSEI_2886 LSEI_2888 LSEI_A05
LCB, LCABL_00790(sgaB) LCABL_00800(sgaA) LCABL_02920(PTS-EIIB) LCABL_02950(PTS-EII) LCABL_03020 LCABL_03030(lacF) LCABL_03470(sgaB) LCABL_03870(sipB) LCABL_03880(sipA) LCABL_03920(ptsN) LCABL_03940 LCABL_03950(fruA-1) LCABL_04010(frvA) LCABL_04020(pts31BC) LCABL_04070(fruA) LCABL_04130(ptfB) LCABL_04260(sorB) LCABL_04410(levA) LCABL_04420(levB) LCABL_04510(mtlA) LCABL_04730(PTS-EIIB) LCABL_04770 LCABL_05150(licA) LCABL_05170(celA) LCABL_06320(levB) LCABL_06900(pts4ABC) LCABL_07270(lacE) LCABL_07290(lacF) LCABL_07380(PTS-EII) LCABL_07390 LCABL_10220(pthA) LCABL_12410(celC) LCABL_12670(bglH) LCABL_15690(fruA) LCABL_20010(pts20B) LCABL_22540(pts20A) LCABL_23670(pts30BCA) LCABL_24290(celA) LCABL_27620(PTS-EII) LCABL_28280 LCABL_28420(pts36B) LCABL_28430(pts36A) LCABL_28540(mraW) LCABL_28570(agaV) LCABL_28740 LCABL_28880(pts18CBA) LCABL_29010(pts38A) LCABL_29020(pts37BC) LCABL_29120(sgaB) LCABL_29140 LCABL_29230(ahaB) LCABL_29240(manX) LCABL_29400(ahaB) LCABL_29410(ahaA) LCABL_29480(ptkB) LCABL_29490(fruA) LCABL_29750(PTS-EIIB) LCABL_30220(pts20B) LCABL_30230(pts20A) LCABL_30340(manL) LCABL_31040(pts2A)
LCZ, LCAZH_0123 LCAZH_0319 LCAZH_0322 LCAZH_0326 LCAZH_0327 LCAZH_0333 LCAZH_0334 LCAZH_0378 LCAZH_0393 LCAZH_0402 LCAZH_0403 LCAZH_0414 LCAZH_0435 LCAZH_0439 LCAZH_0479 LCAZH_0481 LCAZH_0551 LCAZH_0603 LCAZH_0604 LCAZH_0851 LCAZH_1056 LCAZH_1084 LCAZH_1335 LCAZH_1772 LCAZH_2035 LCAZH_2152 LCAZH_2216 LCAZH_2561 LCAZH_2633 LCAZH_2634 LCAZH_2637 LCAZH_2648 LCAZH_2649 LCAZH_2662 LCAZH_2665 LCAZH_2683 LCAZH_2693 LCAZH_2699 LCAZH_2701 LCAZH_2711 LCAZH_2727 LCAZH_2728 LCAZH_2738 LCAZH_2740 LCAZH_2764 LCAZH_2765 LCAZH_2787 LCAZH_2830 LCAZH_2831 LCAZH_2843 LCAZH_2893 LCAZH_2895
LGA, LGAS_0117 LGAS_0120 LGAS_0125 LGAS_0192 LGAS_0194 LGAS_0342 LGAS_0343 LGAS_0398 LGAS_0495 LGAS_0496 LGAS_0501 LGAS_0514 LGAS_0517 LGAS_0535 LGAS_1348 LGAS_1669 LGAS_1688 LGAS_1726 LGAS_1755 LGAS_1778 LGAS_1795
LHE, lhv_0154 lhv_0480 lhv_0640 lhv_0768 lhv_1844
LFE, LAF_0391 LAF_1578
LRH, LGG_00090 LGG_00092(frvA) LGG_00125(pts) LGG_00159(celB) LGG_00337(manB) LGG_00340(manA) LGG_00345(gatA) LGG_00346(gatB) LGG_00354(celA) LGG_00355(chbA) LGG_00395(frwA1) LGG_00396(frwB1) LGG_00401(ulaB) LGG_00409(frwA2) LGG_00415(pts) LGG_00416(pts) LGG_00603(treB) LGG_00649(lacE) LGG_00652(lacF) LGG_00872(pts) LGG_01045(pts) LGG_01065(bglH) LGG_01359(fruA) LGG_02074(celC) LGG_02192(bglF) LGG_02249(celA) LGG_02574(pts) LGG_02653(pts) LGG_02666(gatB) LGG_02667(gatA) LGG_02670(celC) LGG_02702(glvC) LGG_02705(pts) LGG_02717(srlB) LGG_02718(srlE) LGG_02730(sgaB) LGG_02732(cmtB) LGG_02747(ahaB) LGG_02748(ahaA) LGG_02754(gatB) LGG_02755(gatA) LGG_02777(pts) LGG_02823(celB) LGG_02824(celA) LGG_02838(manA) LGG_02910(mtlF) LGG_02912(mtlA)
LRL, LC705_00077(frvB) LC705_00078(frvA) LC705_00122(pts) LC705_00156(celB) LC705_00312(lacE) LC705_00314(lacF) LC705_00322(ptsN) LC705_00323(fruA) LC705_00329(manB) LC705_00332(manA) LC705_00339(celA) LC705_00340(chbA) LC705_00387(ulaB) LC705_00404(fruA) LC705_00409(sorB) LC705_00427(pts) LC705_00428(gatA) LC705_00432(sgaA) LC705_00434(sgaB) LC705_00438(glvC) LC705_00442(crr) LC705_00445(bglF) LC705_00448 LC705_00450(frwA1) LC705_00451(frwB1) LC705_00460(pts) LC705_00461(frvB) LC705_00465(cmtB) LC705_00466(rmpB) LC705_00484(pts) LC705_00488(pts) LC705_00581(treB) LC705_00622(lacE) LC705_00624(lacF) LC705_00631(pts) LC705_00632(pts) LC705_00922(pts) LC705_01117(pts) LC705_01140(bglH) LC705_01372(fruA) LC705_02069(celC) LC705_02187(bglF) LC705_02237(celA) LC705_02582(pts) LC705_02666(gatB) LC705_02667(gatA) LC705_02684(pts) LC705_02687(agaV) LC705_02698(manB) LC705_02704(glvC) LC705_02708(pts) LC705_02720(srlB) LC705_02721(srlE) LC705_02734(sgaB) LC705_02736(pts) LC705_02765(pts) LC705_02811(celB) LC705_02812(celA) LC705_02826(manA) LC705_02874(mtlF) LC705_02876(mtlA) pLC705_00025(frvA) pLC705_00026(frwB) pLC705_00063(lacE) pLC705_00065(lacF)
LCR, LCRIS_00142 LCRIS_00400(scrA1) LCRIS_00457(manL) LCRIS_00467(mtlA) LCRIS_00468(mtlF) LCRIS_00606(malX) LCRIS_00609(crr1) LCRIS_00664(srlB) LCRIS_00730(bglF1) LCRIS_00890(celA1) LCRIS_00891(celC1) LCRIS_01428(celA2) LCRIS_01429(celC2) LCRIS_01436(manX1) LCRIS_01439(manX2) LCRIS_01589(bglF2) LCRIS_01645(scrA3) LCRIS_01681(bglF3) LCRIS_01709(manX3) LCRIS_01805(fruA)
LAM, LA2_00810 LA2_02070 LA2_02400 LA2_02460 LA2_02465 LA2_03145 LA2_03160 LA2_03385 LA2_04600 LA2_04605 LA2_08655 LA2_08660 LA2_09445 LA2_09945
LBH, Lbuc_1485 Lbuc_1486 Lbuc_1502 Lbuc_1503
LKE, WANG_0107 WANG_0108 WANG_0932 WANG_0994(srlB) WANG_1036 WANG_1202 WANG_1255 WANG_1337(fruA) WANG_1609 WANG_1610 WANG_1702
PPE, PEPE_0077 PEPE_0079 PEPE_0171 PEPE_0174 PEPE_0281 PEPE_0282 PEPE_0518 PEPE_0578 PEPE_0580 PEPE_1042 PEPE_1164 PEPE_1197 PEPE_1513 PEPE_1518 PEPE_1759 PEPE_1761 PEPE_1804 PEPE_1816
EFA, EF0019 EF0020 EF0028 EF0270 EF0406 EF0408 EF0411 EF0412(mltF) EF0457 EF0554 EF0555 EF0694 EF0695 EF0717 EF0815 EF0958 EF1012 EF1017 EF1018 EF1126 EF1128(sgaB) EF1159 EF1516 EF1601 EF1769 EF1801 EF1804 EF1836 EF1837 EF2213 EF2267 EF2271 EF2435 EF2438 EF2598 EF2603 EF2965 EF2979 EF2980 EF3031 EF3045 EF3046 EF3136 EF3137 EF3210 EF3211 EF3305 EF3306 EFA0067
MPS, MPTP_0018 MPTP_0019 MPTP_0332 MPTP_0336 MPTP_0383 MPTP_0414 MPTP_0418 MPTP_0426 MPTP_0442 MPTP_0640 MPTP_0641 MPTP_0655 MPTP_0788 MPTP_0789 MPTP_1096 MPTP_1293 MPTP_1298 MPTP_1560
OOE, OEOE_0222 OEOE_0223 OEOE_0233 OEOE_0234 OEOE_0236 OEOE_0296 OEOE_0338 OEOE_0339 OEOE_0379 OEOE_0382 OEOE_0464 OEOE_1341 OEOE_1342 OEOE_1482 OEOE_1483
LME, LEUM_0288 LEUM_0508 LEUM_0901 LEUM_0928(celB) LEUM_0930(celC) LEUM_0939 LEUM_0941 LEUM_1272 LEUM_1768 LEUM_1995 LEUM_1997
LCI, LCK_00128 LCK_00538(pts23B) LCK_00539 LCK_00733 LCK_00734 LCK_00796 LCK_00963 LCK_01121(scrA) LCK_01218 LCK_01411 LCK_01444
LKI, LKI_00790 LKI_00805 LKI_02320 LKI_03730 LKI_04620 LKI_07330 LKI_08135 LKI_08145 LKI_08515 LKI_08525 LKI_08545 LKI_09025 LKI_09950 LKI_09955
LGS, LEGAS_0036 LEGAS_0155(bglP) LEGAS_0325(treB) LEGAS_0416(manL) LEGAS_0617 LEGAS_0619 LEGAS_0694(fruA) LEGAS_0777(scrA1) LEGAS_1079(levB) LEGAS_1080(levA) LEGAS_1789 LEGAS_1790 LEGAS_1795(ulaB) LEGAS_1797(ulaC) LEGAS_1862 LEGAS_1863
LEC, LGMK_00655 LGMK_01875 LGMK_01890 LGMK_02460 LGMK_02465 LGMK_03090 LGMK_03620 LGMK_03990(celC) LGMK_04000(celB) LGMK_04825 LGMK_07800 LGMK_08590
AUR, HMPREF9243_0231 HMPREF9243_0246(manP) HMPREF9243_0249 HMPREF9243_0251 HMPREF9243_0262 HMPREF9243_0281 HMPREF9243_0282 HMPREF9243_0295(licB) HMPREF9243_0309(srlE) HMPREF9243_0310(srlB) HMPREF9243_0371 HMPREF9243_0638 HMPREF9243_0709 HMPREF9243_0729(ptsG) HMPREF9243_0802(nagE) HMPREF9243_0886 HMPREF9243_0887 HMPREF9243_1013(frwB_2) HMPREF9243_1014 HMPREF9243_1064 HMPREF9243_1309(fruA_2) HMPREF9243_1807(mtlF) HMPREF9243_1809(mtlA) HMPREF9243_2039 HMPREF9243_2040
CRN, CAR_50p070(fruA) CAR_50p160(ulaB) CAR_50p170(ulaC) CAR_c00230(ypqE) CAR_c01290(scrA) CAR_c02070(bglP1) CAR_c04060(manX) CAR_c05060(levE1) CAR_c09140(bglP2) CAR_c09920(ptsG1) CAR_c12680(fruA1) CAR_c14200(mtlF1) CAR_c14220(mtlA1) CAR_c14410 CAR_c14420(srlE) CAR_c14500(ybbF) CAR_c14900(bglP3) CAR_c14990(bglP4) CAR_c15040 CAR_c15090 CAR_c15240 CAR_c15250(mtlR2) CAR_c17190 CAR_c17270(exp5) CAR_c17800(ptsG2) CAR_c18320 CAR_c19350(malP) CAR_c19430(licA) CAR_c19440(licB) CAR_c19510 CAR_c19550(sacP) CAR_c20720(mtlF2) CAR_c20740(mtlA2) CAR_c21560 CAR_c21570 CAR_c21710 CAR_c21740(levE2) CAR_c23150(frwB1) CAR_c23160 CAR_c23170(frwB2) CAR_c23180 CAR_c23400(frwB3) CAR_c23410(manP) CAR_c25130(treB)
WKO, WKK_01835
CAC, CA_C0154(mtlA) CA_C0156(mltF) CA_C0233 CA_C0234 CA_C0383 CA_C0384(licB) CA_C0423 CA_C0532 CA_C0570 CA_C1353 CA_C1354 CA_C1407 CA_C1457 CA_C1458 CA_C2957 CA_C2958 CA_C2964(lacE) CA_C2965(lacF) CA_C2995 CA_C3425(glvC) CA_C3427 CA_P0066(ptnA)
