H2O,C00001,H2O2,C00027,0.75
2-Dehydro-3-deoxy-D-galactonate,C01216,2-Dehydro-3-deoxy-D-xylonate,C03826,0.774193548387
2-Dehydro-3-deoxy-D-galactonate,C01216,2-Dehydro-3-deoxy-L-fuconate,C03827,0.774193548387
"5,6,7,8-Tetrahydromethanopterin",C01217,"5-Formyl-5,6,7,8-tetrahydromethanopterin",C01274,0.775
"5,6,7,8-Tetrahydromethanopterin",C01217,"5-Methyl-5,6,7,8-tetrahydromethanopterin",C04488,0.775
"5,6,7,8-Tetrahydromethanopterin",C01217,"7,8-Dihydromethanopterin",C05927,0.709677419355
6-Phospho-2-dehydro-D-gluconate,C01218,6-Phospho-2-dehydro-3-deoxy-D-gluconate,C04442,0.769230769231
CDP-4-dehydro-6-deoxy-D-glucose,C01219,UDP-4-dehydro-6-deoxy-D-glucose,C04089,0.870967741935
CDP-4-dehydro-6-deoxy-D-glucose,C01219,dTDP-4-dehydro-6-deoxy-D-glucose,C11907,0.84375
"1D-myo-Inositol 1,4-bisphosphate",C01220,"1D-myo-Inositol 1,3-bisphosphate",C04062,0.90625
"1D-myo-Inositol 1,4-bisphosphate",C01220,"1D-myo-Inositol 3,4-bisphosphate",C04063,0.90625
"1D-myo-Inositol 1,4-bisphosphate",C01220,"1D-myo-Inositol 1,3,4-trisphosphate",C01243,0.828571428571
"1D-myo-Inositol 1,4-bisphosphate",C01220,"1D-myo-Inositol 1,4,5-trisphosphate",C01245,0.828571428571
"1D-myo-Inositol 1,4-bisphosphate",C01220,1D-myo-Inositol 4-phosphate,C03546,0.78125
"D-myo-Inositol 1,4-bisphosphate",C01220,"D-myo-Inositol 4,5-bisphosphate",C04064,0.870967741935
Dihydrostreptomycin 6-phosphate,C01221,Dihydrostreptomycin 3''-phosphate,C04191,0.878787878788
Dihydrostreptomycin 6-phosphate,C01221,3'-Deoxydihydrostreptomycin 6-phosphate,C01266,0.794871794872
Dihydrostreptomycin 6-phosphate,C01221,Dihydrostreptomycin 3'alpha-phosphate,C04382,0.783783783784
Dihydrostreptomycin 6-phosphate,C01221,"Dihydrostreptomycin 6,3''-bis-phosphate",C04458,0.769230769231
Dihydrostreptomycin 6-phosphate,C01221,3'-Deoxydihydrostreptomycin 3''-phosphate,C04526,0.731707317073
Dihydrostreptomycin 6-phosphate,C01221,"Dihydrostreptomycin 3'alpha,6-bisphosphate",C01280,0.714285714286
GDP-4-dehydro-6-deoxy-D-mannose,C01222,GDP-4-dehydro-6-deoxy-L-mannose,C05344,0.870967741935
Dehydroepiandrosterone,C01227,Dehydroepiandrosterone sulfate,C04555,0.733333333333
3beta-Hydroxyandrost-5-en-17-one,C01227,3beta-Acetoxy-19-hydroxyandrost-5-en-17-one,C15304,0.744186046512
"Guanosine 5'-diphosphate,3'-diphosphate",C01228,"Guanosine 5'-triphosphate,3'-diphosphate",C04494,0.925
"alpha-D-Glucose 1,6-bisphosphate",C01231,alpha-D-Glucose 3-phosphate,C03811,0.75
"alpha-D-Glucose 1,6-bisphosphate",C01231,"beta-D-Fructose 1,6-bisphosphate",C05378,0.75
sn-glycero-3-Phosphoethanolamine,C01233,sn-Caldito-1-phosphoethanolamine,C13897,0.78125
sn-glycero-3-Phosphoethanolamine,C01233,sn-Caldarchaeo-1-phosphoethanolamine,C13896,0.75
sn-glycero-3-Phosphoethanolamine,C01233,L-Serine-phosphoethanolamine,C03872,0.71875
Galactinol,C01235,Galactitol,C01697,0.8
N-Acetyl-beta-D-glucosaminylamine,C01239,N-Acetyl-beta-D-glucosamine,C03878,0.727272727273
"Inositol 1,3,4-trisphosphate",C01243,"Inositol 1,4,5-trisphosphate",C01245,0.892857142857
"3,5-Diiodo-4-hydroxyphenylpyruvate",C01244,"3,5-Dibromo-4-hydroxyphenylpyruvate",C04285,0.885714285714
"3,5-Diiodo-4-hydroxyphenylpyruvate",C01244,"3,5-Dinitro-4-hydroxyphenylpyruvate",C04286,0.885714285714
"3,5-Diiodo-4-hydroxyphenylpyruvate",C01244,"3,5-Dichloro-4-hydroxyphenylpyruvate",C04323,0.861111111111
"3,5-Diiodo-4-hydroxyphenylpyruvate",C01244,3-Iodo-4-hydroxyphenylpyruvate,C03987,0.852941176471
"3,5-Diiodo-4-hydroxyphenylpyruvate",C01244,"3-(3,5-Diiodo-4-hydroxyphenyl)lactate",C04367,0.756756756757
"3,5-Diiodo-4-hydroxyphenylpyruvate",C01244,"3,4-Dihydroxyphenylpyruvate",C04045,0.735294117647
2-Acetamido-5-oxopentanoate,C01250,2-Amino-4-oxopentanoate,C03341,0.740740740741
2-Acetamido-5-oxopentanoate,C01250,(S)-4-Amino-5-oxopentanoate,C03741,0.703703703704
"(R)-2-Hydroxybutane-1,2,4-tricarboxylate",C01251,"(1R,2S)-1-Hydroxybutane-1,2,4-tricarboxylate",C05662,0.840909090909
"(R)-2-Hydroxybutane-1,2,4-tricarboxylate",C01251,"2-Hydroxy-4-oxobutane-1,2,4-tricarboxylate",C04115,0.738095238095
"(R)-2-Hydroxybutane-1,2,4-tricarboxylate",C01251,"(E)-4-Oxobut-1-ene-1,2,4-tricarboxylate",C04434,0.7
"4-(2-Aminophenyl)-2,4-dioxobutanoate",C01252,"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate",C05645,0.760869565217
"4-(2-Aminophenyl)-2,4-dioxobutanoate",C01252,"4-(2-Amino-5-hydroxyphenyl)-2,4-dioxobutanoate",C05652,0.760869565217
"(6aS,11aS)-3,6a,9-Trihydroxypterocarpan",C01263,"2-Dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan",C15509,0.709090909091
"(6aS,11aS)-3,6a,9-Trihydroxypterocarpan",C01263,"4-Dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan",C15510,0.709090909091
"3',4',5-Trihydroxy-3,7-dimethoxyflavone",C01265,"3',4',5,6-Tetrahydroxy-3,7-dimethoxyflavone",C04581,0.883720930233
"3',4',5-Trihydroxy-3,7-dimethoxyflavone",C01265,"3',4',5-Trihydroxy-3,6,7-trimethoxyflavone",C04552,0.880952380952
"3,7-Di-O-methylquercetin",C01265,"3,7,4'-Tri-O-methylquercetin",C04444,0.785714285714
"3,7-Di-O-methylquercetin",C01265,3-O-Methylquercetin,C04443,0.708333333333
3'-Deoxydihydrostreptomycin 6-phosphate,C01266,3'-Deoxydihydrostreptomycin 3''-phosphate,C04526,0.90243902439
3'-Deoxydihydrostreptomycin 6-phosphate,C01266,"3'-Deoxydihydrostreptomycin 6,3''-bis-phosphate",C04660,0.808510638298
3'-Deoxydihydrostreptomycin 6-phosphate,C01266,"3'-Deoxydihydrostreptomycin 3'alpha,6-bisphosphate",C04709,0.76
5-Amino-6-(5'-phosphoribosylamino)uracil,C01268,5-Amino-6-(5'-phosphoribitylamino)uracil,C04454,0.925
3-Hydroxy-2-methylpyridine-5-carboxylate,C01270,"3-Hydroxy-2-methylpyridine-4,5-dicarboxylate",C04604,0.886363636364
3-Hydroxy-2-methylpyridine-5-carboxylate,C01270,5-Formyl-3-hydroxy-2-methylpyridine-4-carboxylate,C06050,0.795918367347
3-Hydroxy-2-methylpyridine-5-carboxylate,C01270,3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate,C04773,0.714285714286
"Inositol 1,3,4,5-tetrakisphosphate",C01272,"Inositol 1,3,4,6-tetrakisphosphate",C04477,0.941176470588
"Inositol 1,3,4,5-tetrakisphosphate",C01272,"Inositol 1,4,5,6-tetrakisphosphate",C11555,0.882352941176
"Inositol 1,3,4,5-tetrakisphosphate",C01272,"Inositol 3,4,5,6-tetrakisphosphate",C04520,0.852941176471
"2,6-Dioxo-6-phenylhexa-3-enoate",C01273,"2,6-Dioxo-6-phenylhexanoate",C03750,0.838709677419
"5-Formyl-5,6,7,8-tetrahydromethanopterin",C01274,"5-Methyl-5,6,7,8-tetrahydromethanopterin",C04488,0.9
"5-Formyl-5,6,7,8-tetrahydromethanopterin",C01274,"5,10-Methenyl-5,6,7,8-tetrahydromethanopterin",C04330,0.8
(3E)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate,C01275,(3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate,C16149,0.952380952381
"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C01278,"3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C04553,0.952380952381
"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C01278,"2-Chloro-2,5-dihydro-5-oxofuran-2-acetate",C04522,0.857142857143
"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C01278,"2,4-Dichloro-2,5-dihydro-5-oxofuran-2-acetate",C04625,0.8
"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C01278,"2,5-Dihydro-5-oxofuran-2-acetate",C04105,0.738095238095
"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C01278,"4,5-Dihydro-5-oxofuran-2-acetate",C03586,0.714285714286
4-Carboxymuconolactone,C01278,4-Fluoromuconolactone,C16476,0.727272727273
4-Amino-5-hydroxymethyl-2-methylpyrimidine,C01279,4-Amino-5-phosphomethyl-2-methylpyrimidine,C04556,0.809523809524
"Dihydrostreptomycin 3'alpha,6-bisphosphate",C01280,"3'-Deoxydihydrostreptomycin 3'alpha,6-bisphosphate",C04709,0.84
scyllo-Inosamine 4-phosphate,C01283,N-Amidino-scyllo-inosamine 4-phosphate,C01294,0.736842105263
"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",C01284,"1D-myo-Inositol 1,2,4,5,6-pentakisphosphate",C04563,0.93023255814
"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",C01284,"1D-myo-Inositol 1,2,3,5,6-pentakisphosphate",C04579,0.906976744186
"Inositol 1,3,4,5,6-pentakisphosphate",C01284,"myo-Inositol 1,2,3,4,6-pentakisphosphate",C15990,0.8
2-Dehydro-3-deoxy-D-galactonate 6-phosphate,C01286,2-Dehydro-3-deoxy-D-gluconate 6-phosphate,C04442,0.883720930233
N-Acetyl-D-glucosaminyldiphosphoundecaprenol,C01289,N-Acetyl-D-galactosaminyldiphosphoundecaprenol,C05845,0.869565217391
"3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate",C01292,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",C04554,0.760869565217
"3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate",C01292,"3alpha,7alpha-Dihydroxy-5beta-cholestane",C05452,0.739130434783
1-Guanidino-1-deoxy-scyllo-inositol 4-phosphate,C01294,1-Guanidino-1-deoxy-scyllo-inositol,C04280,0.723404255319
6-Hydroxypseudooxynicotine,C01297,"2,6-Dihydroxypseudooxynicotine",C15986,0.866666666667
"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol",C01298,"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol 4-phosphate",C04812,0.806451612903
"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol",C01298,"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol 6-phosphate",C11351,0.806451612903
"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine",C01300,"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate",C04807,0.818181818182
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",C01301,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oate",C04722,0.928571428571
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",C01301,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA",C04760,0.872727272727
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",C01301,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane",C05454,0.87037037037
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",C01301,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanoyl-CoA",C01794,0.814814814815
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",C01301,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al",C05445,0.814814814815
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",C01301,"(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",C15613,0.8
"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine",C01310,"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine4-sulfate",C04864,0.875
"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine",C01310,"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine6-sulfate",C04865,0.875
"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine",C01310,3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine,C04794,0.761904761905
Prostaglandin I2,C01312,Prostaglandin A2,C05953,0.875
Prostaglandin I2,C01312,Prostaglandin B2,C05954,0.875
Prostaglandin I2,C01312,Prostaglandin C2,C05955,0.875
Prostaglandin I2,C01312,Prostaglandin G2,C05956,0.875
Prostaglandin I2,C01312,Prostaglandin J2,C05957,0.875
"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]glycine",C01313,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]-(S)-alanine",C01314,0.860759493671
"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]glycine",C01313,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1-oxoprolyl]glycine benzyl ester",C01315,0.707865168539
"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]-(S)-alanine",C01314,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1-oxoprolyl]-(S)-alanine benzyl ester",C01316,0.712765957447
"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1-oxoprolyl]glycine benzyl ester",C01315,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1-oxoprolyl]-(S)-alanine benzyl ester",C01316,0.882978723404
Hydrogen cyanide,C01326,Hydrogen chloride,C01327,0.705882352941
Hydrogen cyanide,C01326,Hydrogen selenide,C01528,0.705882352941
Hydrogen chloride,C01327,Hydrogen selenide,C01528,0.705882352941
Hydrogen chloride,C01327,Hydrogen iodide,C05590,0.705882352941
XDP,C01337,dXDP,C01347,0.75
2'-Deoxyinosine-5'-diphosphate,C01344,2'-Deoxyinosine-5'-triphosphate,C01345,0.903225806452
2'-Deoxyinosine-5'-diphosphate,C01344,2'-Deoxyinosine 5'-phosphate,C06196,0.866666666667
2'-Deoxyinosine-5'-diphosphate,C01344,6-Thioinosine-5'-diphosphate,C16616,0.766666666667
2'-Deoxyinosine 5'-diphosphate,C01344,2'-Deoxyuridine 5'-diphosphate,C01346,0.833333333333
2'-Deoxyinosine-5'-triphosphate,C01345,2'-Deoxyinosine 5'-phosphate,C06196,0.838709677419
2'-Deoxyinosine-5'-triphosphate,C01345,6-Thioinosine-5'-triphosphate,C16617,0.774193548387
2'-Deoxyuridine 5'-diphosphate,C01346,2'-Deoxycytidine 5'-diphosphate,C00705,0.870967741935
2'-Deoxyuridine 5'-diphosphate,C01346,2'-Deoxyguanosine 5'-diphosphate,C00361,0.8125
2'-Deoxyuridine 5'-diphosphate,C01346,2'-Deoxyadenosine 5'-diphosphate,C00206,0.78125
Ammonium hydroxide,C01358,Sodium hydroxide,C12569,0.777777777778
Ammonium hydroxide,C01358,Magnesium hydroxide,C07876,0.736842105263
Ammonium hydroxide,C01358,Calcium hydroxide,C12277,0.722222222222
Ammonium hydroxide,C01358,Aluminum hydroxide,C13391,0.722222222222
Ammonium hydroxide,C01358,Rubidium hydroxide,C13515,0.722222222222
3'-Adenosine monophosphate,C01367,Propionyl-adenosine monophosphate,C05983,0.727272727273
3'-Adenosine monophosphate,C01367,Deoxyguanosine monophosphate,C00362,0.714285714286
Adenosine-3'-monophosphate,C01367,6-Thioinosine-5'-monophosphate,C04646,0.733333333333
Adenosine 3'-phosphate,C01367,Guanosine 3'-phosphate,C06193,0.863636363636
Adenosine 3'-phosphate,C01367,Xanthosine 5'-phosphate,C00655,0.782608695652
Uridine 3'-monophosphate,C01368,Cytidine 2'-monophosphate,C03104,0.84
Uridine 3'-monophosphate,C01368,Guanosine 5'-monophosphate,C00144,0.769230769231
Uridine 3'-monophosphate,C01368,Adenosine 5'-monophosphate,C00020,0.730769230769
Uridine 3'-phosphate,C01368,Deoxyuridine 5'-phosphate,C00365,0.76
Tacrolimus,C01375,Sirolimus,C07909,0.7
"2,3-Dihydrofisetin",C01378,"2,3-Dihydrogossypetin",C03052,0.714285714286
Ethylene glycol,C01380,Trimethylene glycol,C02457,0.789473684211
"1,2-Ethanediol",C01380,"1,2-Ethanedione",C14448,0.8
"1,2-Ethanediol",C01380,"1,2-Octanediol",C14273,0.785714285714
"1,2-Ethanediol",C01380,"1,8-Octanediol",C14218,0.714285714286
"Ethane-1,2-diol",C01380,"Naphthalene-1,2-diol",C03012,0.7
"Ethane-1,2-diol",C01380,"Menth-8-ene-1,2-diol",C18020,0.7
Xylose,C01394,L-Xylose,C01510,0.75
Alanine,C01401,L-Alanine,C00041,0.777777777778
Alanine,C01401,D-Alanine,C00133,0.777777777778
Alanine,C01401,Atalanine,C10644,0.777777777778
Methoxybenzene,C01403,Hydroxybenzene,C00146,0.714285714286
Methoxybenzene,C01403,Methylbenzene,C01455,0.714285714286
Arg-OEt,C01404,Bz-Arg-OEt,C01670,0.7
Acetylsalicylate,C01405,6-Methylsalicylate,C02657,0.777777777778
Acetylsalicylate,C01405,3-Methylsalicylate,C14088,0.777777777778
Acetylsalicylate,C01405,4-Methylsalicylate,C14103,0.777777777778
Acetylsalicylate,C01405,Methyl salicylate,C12305,0.764705882353
Acetylsalicylate,C01405,Phenyl salicylate,C14163,0.764705882353
Borneol,C01411,d-Borneol,C01765,0.777777777778
Borneol,C01411,L-Borneol,C01766,0.777777777778
Cocaine,C01416,Procaine,C07375,0.75
L-Cysteinylglycine,C01419,Nicotinylglycine,C05380,0.722222222222
Dicysteine,C01420,Thiocysteine,C01962,0.75
Gallate,C01424,Digallate,C01572,0.777777777778
Gallate,C01424,Malate,C00149,0.714285714286
Neomycin A,C01441,Neomycin B,C01737,0.8
Neomycin A,C01441,Neomycin D,C01743,0.8
Neomycin A,C01441,Neomycin C,C15652,0.8
Neomycin A,C01441,Neomycin F,C17712,0.8
Questin,C01448,Questinol,C17811,0.777777777778
Questin,C01448,Fustin,C01378,0.714285714286
Salicin,C01451,Salicin-6P,C06188,0.7
Tacrine,C01453,Taurine,C00245,0.714285714286
Toluate,C01454,o-Toluate,C07215,0.777777777778
Tyr-OEt,C01458,Ac-Tyr-OEt,C01657,0.7
Vitexin,C01460,Isovitexin,C01714,0.7
Apigenin 8-C-glucoside,C01460,Fisetin 8-C-glucoside,C10042,0.772727272727
Xanthene,C01464,Bepanthene,C05944,0.7
3-Cresol,C01467,4-Cresol,C01468,0.75
3-Cresol,C01467,o-Cresol,C01542,0.75
4-Cresol,C01468,o-Cresol,C01542,0.75
4-Methylphenol,C01468,Acetylphenol,C00548,0.714285714286
"5,7-Dihydroxy-4'-methoxyflavone",C01470,"5,7-Dihydroxy-4',6-dimethoxyflavone",C17784,0.857142857143
"5,7-Dihydroxy-4'-methoxyflavone",C01470,"5,7,4'-Trihydroxy-3'-methoxyflavone",C04293,0.828571428571
"5,7-Dihydroxy-4'-methoxyflavone",C01470,6-Hydroxy-2'-methoxyflavone,C15203,0.774193548387
"4'-Methoxy-5,7-dihydroxyflavone",C01470,"4'-Methoxy-5,7-dihydroxyflavonone",C05334,0.909090909091
Acrylaldehyde,C01471,Vanillaldehyde,C00755,0.714285714286
Dihydroxyanthraquinone,C01474,"1,8-Dihydroxyanthraquinone",C10312,0.846153846154
Dihydroxyanthraquinone,C01474,"2,6-Dihydroxyanthraquinone",C14267,0.846153846154
Dihydroxyanthraquinone,C01474,Hydroxyanthraquinone,C02980,0.863636363636
"4',5,7-Trihydroxyflavone",C01477,"3,5,7-Trihydroxyflavone",C10044,0.875
"4',5,7-Trihydroxyflavone",C01477,"5,6,7-Trihydroxyflavone",C10023,0.833333333333
"4',5,7-Trihydroxyflavone",C01477,"3,4',5,7-Tetrahydroxyflavone",C05903,0.821428571429
"4',5,7-Trihydroxyflavone",C01477,"3',4',5,7-Tetrahydroxyflavone",C01514,0.793103448276
"4',5,7-Trihydroxyflavone",C01477,"5,7-Dihydroxyflavone",C10028,0.791666666667
"4',5,7-Trihydroxyflavone",C01477,"5,7,8-Trihydroxyflavone",C10113,0.791666666667
"4',5,7-Trihydroxyflavone",C01477,"4',6-Dihydroxyflavone",C14344,0.791666666667
"5,7,4'-Trihydroxyflavone",C01477,"3,7,4'-Trihydroxyflavone",C10037,0.916666666667
"5,7,4'-Trihydroxyflavone",C01477,"3,6,4'-Trihydroxyflavone",C15222,0.875
"5,7,4'-Trihydroxyflavone",C01477,"5,7,4'-Trihydroxyisoflavone",C06563,0.851851851852
"5,7,4'-Trihydroxyflavone",C01477,"7,4'-Dihydroxyflavone",C12123,0.833333333333
Atropine,C01479,Homatropine,C07814,0.727272727273
Atropine,C01479,Apoatropine,C10843,0.727272727273
Atropine,C01479,Tauropine,C01616,0.777777777778
dl-Hyoscyamine,C01479,L-Hyoscyamine,C02046,0.785714285714
dl-Hyoscyamine,C01479,Norhyoscyamine,C10862,0.785714285714
Caffeate,C01481,Caffeate,C01197,1.0
"3,4-Dihydroxycinnamic acid",C01481,"3,4-Dihydroxyphthalic acid",C03223,0.769230769231
"3,4-Dihydroxycinnamic acid",C01481,"3,4-Dihydroxymandelic acid",C05580,0.769230769231
"3,4-Dihydroxycinnamic acid",C01481,"3,4-Dihydroxyphenylacetic acid",C01161,0.7
Chloric acid,C01485,Hydrochloric acid,C01327,0.705882352941
Ferulic acid,C01494,Diferulic acid,C10446,0.857142857143
Ferulic acid,C01494,Isoferulic acid,C10470,0.8
4-Hydroxy-3-methoxycinnamic acid,C01494,4-Hydroxy-3-methoxybenzoic acid,C06672,0.8125
4-Hydroxy-3-methoxycinnamic acid,C01494,4-Hydroxy-3-methoxycinnamaldehyde,C02666,0.757575757576
Geranial,C01499,Geraniol,C01500,0.75
o-Methoxyphenol,C01502,"2,6-Dimethoxyphenol",C10787,0.736842105263
o-Methoxyphenol,C01502,4-Butoxyphenol,C14351,0.733333333333
o-Methoxyphenol,C01502,4-Heptyloxyphenol,C14236,0.705882352941
Indanone,C01504,2-Indanone,C07727,0.8
Hydrindone,C01504,Morindone,C10376,0.7
Loganic acid,C01512,7-Epiloganic acid,C11661,0.705882352941
"3',4',5,7-Tetrahydroxyflavone",C01514,"3,4',5,7-Tetrahydroxyflavone",C05903,0.931034482759
"3',4',5,7-Tetrahydroxyflavone",C01514,"3,3',4',5,7,8-Hexahydroxyflavone",C04109,0.78125
"3',4',5,7-Tetrahydroxyflavone",C01514,"3,5,7,2'-Tetrahydroxyflavone",C10036,0.758620689655
"3',4',5,7-Tetrahydroxyflavone",C01514,"5,7,3',4',5'-Pentahydroxyflavone",C10192,0.71875
"3',4',5,7-Tetrahydroxyflavone",C01514,"3',4',5,7-Tetrahydroxy-3-methoxyflavone",C04443,0.717948717949
"5,7,3',4'-Tetrahydroxyflavone",C01514,"3,5,7,2',4'-Pentahydroxyflavone",C10105,0.806451612903
"5,7,3',4'-Tetrahydroxyflavone",C01514,"5,6,7,8,4'-Pentahydroxyflavone",C15031,0.766666666667
Morphine,C01516,Diamorphine,C06534,0.727272727273
Morphine,C01516,Normorphine,C11785,0.727272727273
Scopolin,C01527,Scopoline,C10866,0.888888888889
Scopolin,C01527,Scopoletin,C01752,0.7
Selenide,C01528,Selenite,C05684,0.75
Hydrogen selenide,C01528,Hydrogen sulfite,C11481,0.705882352941
Syringin,C01533,Astringin,C10245,0.777777777778
Syringin,C01533,Naringin,C09789,0.75
Syringin,C01533,Syringetin,C11620,0.7
Tyrosine,C01536,D-Tyrosine,C06420,0.8
Tyrosine,C01536,Metyrosine,C07921,0.8
3-(p-Hydroxyphenyl)alanine,C01536,3-(p-Hydroxyphenyl)propanal,C16706,0.703703703704
Urethane,C01537,Methane,C01438,0.75
o-Methylphenol,C01542,Acetylphenol,C00548,0.714285714286
Acetylene,C01548,Triacetylene,C08463,0.75
Agaritine,C01550,Fagaridine,C09430,0.8
Agaritine,C01550,Fagaronine,C09438,0.7
Amastatin,C01552,Pravastatin,C01844,0.727272727273
Amastatin,C01552,Cilastatin,C01675,0.7
Amastatin,C01552,Lovastatin,C07074,0.7
Amastatin,C01552,Mevastatin,C13963,0.7
Androstane,C01554,Androstanediol,C07632,0.714285714286
Apramycin,C01555,Oxyapramycin,C17997,0.75
Apramycin,C01555,Adriamycin,C01661,0.7
Apramycin,C01555,Matromycin,C01946,0.7
Bergapten,C01557,Isobergapten,C18082,0.75
5-Methoxypsoralen,C01557,8-Methoxypsoralen,C01864,0.882352941176
5-Methoxypsoralen,C01557,"5,8-Dimethoxypsoralen",C02162,0.809523809524
5-Methoxypsoralen,C01557,"5,8-Diethoxypsoralen",C13767,0.8
Calcidiol,C01561,Calcitriol,C01673,0.7
Cytomycin,C01567,Matromycin,C01946,0.7
D-Leucine,C01570,Isoleucine,C16434,0.7
Decanoic acid,C01571,Dodecanoic acid,C02679,0.866666666667
Decanoic acid,C01571,Octadecanoic acid,C01530,0.764705882353
Decylic acid,C01571,Nonadecylic acid,C16535,0.75
Decylic acid,C01571,Pentadecylic acid,C16537,0.705882352941
n-Capric acid,C01571,n-Caproic acid,C01585,0.857142857143
Ephedrine,C01575,Norephedrine,C02343,0.75
GDPhexose,C01581,Aldohexose,C01662,0.7
Galactose,C01582,D-Galactose,C00124,0.818181818182
Galactose,C01582,L-Galactose,C01825,0.818181818182
Hexanoic acid,C01585,2-Oxohexanoic acid,C00902,0.722222222222
Hexanoic acid,C01585,3-Oxohexanoic acid,C02122,0.722222222222
Hexanoic acid,C01585,5-Oxohexanoic acid,C02129,0.722222222222
N-Benzoylglycine,C01586,N-Feruloylglycine,C02564,0.705882352941
Ibuprofen,C01588,Suprofen,C07320,0.777777777778
Linoleate,C01595,Linolenate,C06427,0.8
"9-cis,12-cis-Octadecadienoate",C01595,"9-cis,11-trans-Octadecadienoate",C04056,0.806451612903
Melatonin,C01598,Deltonin,C08894,0.777777777778
N-Acetyl-5-methoxytryptamine,C01598,"N,N-Dimethyl-5-methoxytryptamine",C08309,0.78125
Nonanoic acid,C01601,9-Oxononanoic acid,C16322,0.722222222222
Nonanoate,C01601,Propanoate,C00163,0.7
Nonanoate,C01601,Pentanoate,C00803,0.7
Ornithine,C01602,Eflornithine,C07997,0.75
"2,5-Diaminopentanoate",C01602,"2,4-Diaminopentanoate",C03943,0.904761904762
"2,5-Diaminopentanoate",C01602,"2,4-Dioxopentanoate",C02132,0.714285714286
